공간정보관리번호,X좌표최소값,Y좌표최소값,X좌표최대값,Y좌표최대값,시설코드,년도,시설유형,쉼터명칭,상세주소,면적,이용가능인원,난방기보유(열풍기),난방기보유(히터),난방기보유(난로),난방기보유(라디에이터),점검사항(냉방기기구비),점검사항(휴식공간),점검사항(야간개방),점검사항(적정온도),점검사항(전기료지원),점검사항(간판부착),점검사항(홍보물비치),점검사항(숙박가능),점검사항(휴일개방),사용여부,한파쉼터운영시작일,한파쉼터운영종료일,한파쉼터평일시작시간,한파쉼터평일종료시간,한파쉼터주말시작시간,한파쉼터주말종료시간
5542,20534068,55679271,20534068,55679271,1129000201,2023,5,장위종합사회복지관,서울특별시 성북구 돌곶이로22길 47,202,300,2,2,2,4,Y,N,N,Y,N,Y,Y,N,N,Y,20221004,20230316,900,1800,900,1400
5543,20541884,55704436,20541884,55704436,11290180,2023,3,석관동 주민센터,서울특별시 성북구 화랑로 296,160,50,1,5,1,1,Y,Y,N,Y,N,N,Y,N,N,Y,20211122,20220315,900,1800,,
5544,20520738,55665471,20520738,55665471,11290125,2023,5,석관 실버복지센터,서울특별시 성북구 석관동 화랑로32길  88   (석관동),478,200,5,1,1,1,Y,Y,N,Y,Y,Y,Y,N,N,Y,20211122,20220315,900,1800,,
5545,20174013,55838309,20174013,55838309,11305001,2023,3,삼양동주민센터,서울특별시 강북구 솔매로 69,167.01,10,4,4,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5546,20193984,55894782,20193984,55894782,11305002,2023,1,미동경로당,서울특별시 강북구 삼양로74길 74,168,30,5,2,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,0,0
5547,20114560,55824554,20114560,55824554,11305003,2023,1,미송경로당,서울특별시 강북구 인수봉로 42,141,30,2,1,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,0,0
5548,20150055,55834837,20150055,55834837,11305005,2023,1,청암경로당,서울특별시 강북구 솔매로22길 11,95.16,30,3,2,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,0,0
5549,20141760,55863720,20141760,55863720,11305004,2023,1,은혜경로당,서울특별시 강북구 삼양로63가길 7-26,63.45,30,4,3,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,0,0
5550,20171019,55847960,20171019,55847960,11305009,2023,1,래미안미아1차아파트경로당,서울특별시 강북구 삼양로 256,109,30,6,1,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5551,20171159,55789995,20171159,55789995,11305006,2023,1,미양할머니경로당,서울특별시 강북구 삼양로35가길 7-4,91.82,10,3,10,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,0,0
5552,20149653,55811613,20149653,55811613,11305008,2023,1,실개울경로당,서울특별시 강북구 삼양로47길 37,157,30,2,2,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,0,0
5553,20130732,55798084,20130732,55798084,11305113,2023,1,삼일경로당,서울특별시 강북구 삼양로41길 61,52.33,20,4,3,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5554,20118046,55845760,20118046,55845760,11305116,2023,5,구세군강북종합사회복지관,서울특별시 강북구 인수봉로20가길 24,80,60,1,7,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,0,0
5555,20098988,55790306,20098988,55790306,11305114,2023,1,솔샘아파트경로당,서울특별시 강북구 솔샘로 159,91,30,2,2,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5556,20117170,55818117,20117170,55818117,11305115,2023,1,팔팔경로당,서울특별시 강북구 인수봉로 36,171.76,50,6,2,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,0,0
5557,20094719,55791044,20094719,55791044,11305007,2023,1,미아벽산아파트경로당,서울특별시 강북구 솔샘로 159,168,40,3,2,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5558,20164101,55877956,20164101,55877956,11305112,2023,1,경남아파트경로당,서울특별시 강북구 삼양로74길 8,79.99,20,3,2,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5559,20237787,55860474,20237787,55860474,11305010,2023,3,미아동주민센터,서울특별시 강북구 솔매로49길 14,367,50,5,2,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5560,20251937,55865018,20251937,55865018,11305011,2023,1,미아 경로당,서울특별시 강북구 솔매로 147-11,132,30,15,3,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,0,0
5561,20275627,55847267,20275627,55847267,11305013,2023,1,신일해피트리경로당,서울특별시 강북구 오패산로60길 22,101.1,25,2,2,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5562,20238332,55930775,20238332,55930775,11305012,2023,1,요진아파트 경로당,서울특별시 강북구 도봉로76길 52,29.75,10,3,2,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5563,20220612,55913989,20220612,55913989,11305015,2023,1,운산경로당,서울특별시 강북구 도봉로72길 14-4,161.19,50,2,2,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5564,20202757,55834593,20202757,55834593,11305014,2023,1,요한경로당,서울특별시 강북구 도봉로49길 62,129,50,5,4,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5565,20275190,55860064,20275190,55860064,11305016,2023,1,율곡경로당,서울특별시 강북구 오패산로52아길 11,167.01,50,2,1,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5566,20336152,55732715,20336152,55732715,11305018,2023,1,벽오산경로당,서울특별시 강북구 월계로21나길 30,132.7,40,3,3,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,0,0
5567,20297982,55739005,20297982,55739005,11305022,2023,3,송중동주민센터,서울특별시 강북구 오패산로 162,152.7,100,4,2,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5568,20224811,55900995,20224811,55900995,11305117,2023,1,미아현대아파트경로당,서울특별시 강북구 도봉로68길 26,94,30,6,3,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5569,20298725,55734910,20298725,55734910,11305020,2023,1,원송경로당,서울특별시 강북구 오패산로 156-3,186.83,40,2,1,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,0,0
5570,20209602,55858669,20209602,55858669,11305017,2023,1,한빛경로당,서울특별시 강북구 솔매로43길 25,127.88,50,2,2,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,0,0
5571,20321756,55722854,20321756,55722854,11305021,2023,1,한일U&IA 경로당,서울특별시 강북구 월계로21가길 41,117,40,12,5,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,0,0
5271,19740012,55383780,19740012,55383780,11110001,2023,3,청운효자동주민센터,서울특별시 종로구 자하문로 92,200,50,0,0,0,0,N,Y,N,Y,N,Y,Y,N,Y,Y,20221115,20230315,900,2100,900,2100
5272,19735594,55382873,19735594,55382873,11110004,2023,5,종로장애인복지관,서울특별시 종로구 자하문로 89,3102.4,400,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5273,19839654,55393513,19839654,55393513,11110007,2023,3,삼청동주민센터,서울특별시 종로구 삼청로 107,200,50,0,0,0,0,N,Y,N,Y,N,Y,Y,N,Y,Y,20221115,20230315,900,2100,900,2100
5274,19725129,55295976,19725129,55295976,11110005,2023,3,사직동주민센터,서울특별시 종로구 사직로9길 1,400,100,0,0,0,0,N,Y,N,Y,N,Y,Y,N,Y,Y,20221115,20230315,900,2100,900,2100
5275,19825265,55372570,19825265,55372570,11110009,2023,1,삼청경로당,서울특별시 종로구 삼청로5길 30,118.8,55,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
5276,19695557,55299505,19695557,55299505,11110006,2023,1,사직경로당,서울특별시 종로구 사직로9길 15-25,158.5,50,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
5277,19734446,55342495,19734446,55342495,11110003,2023,1,세종마을경로당,서울특별시 종로구 자하문로11길 33,141.9,50,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
5278,19706878,55619702,19706878,55619702,11110014,2023,1,평창경로당,서울특별시 종로구 평창문화로 48,160,40,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,Y,Y,20221115,20230315,900,2100,900,2100
5279,19678635,55574866,19678635,55574866,11110012,2023,1,신영경로당,서울특별시 종로구 세검정로6길 76-19,143.24,30,2,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
5280,19720792,55630836,19720792,55630836,11110013,2023,3,평창동주민센터,서울특별시 종로구 평창문화로 65,200,50,0,0,0,0,N,Y,N,Y,N,Y,Y,N,Y,Y,20221115,20230315,900,2100,900,2100
5281,19682332,55476048,19682332,55476048,11110010,2023,3,부암동주민센터,서울특별시 종로구 창의문로 145,400,100,0,0,0,0,N,Y,N,Y,N,Y,Y,N,Y,Y,20221115,20230315,900,2100,900,2100
5282,19865468,55339281,19865468,55339281,11110026,2023,3,가회동주민센터,서울특별시 종로구 북촌로 35,600,150,1,0,0,0,N,Y,N,Y,N,Y,Y,N,Y,Y,20221115,20230315,900,2100,900,2100
5283,19629799,55294086,19629799,55294086,11110017,2023,3,무악동주민센터,서울특별시 종로구 통일로14길 36,400,100,1,0,0,0,N,Y,N,Y,N,Y,Y,N,Y,Y,20221115,20230315,900,2100,900,2100
5284,19663610,55248293,19663610,55248293,11110023,2023,3,교남동주민센터,서울특별시 종로구 송월길 154,400,100,0,0,0,0,N,Y,N,Y,N,Y,Y,N,Y,Y,20221115,20230315,900,2100,900,2100
5285,19906815,55357188,19906815,55357188,11110029,2023,1,원서경로당,서울특별시 종로구 창덕궁길 94,33.3,10,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
5286,19630130,55290196,19630130,55290196,11110020,2023,1,무악제2경로당,서울특별시 종로구 통일로14길 24-4,242,50,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,Y,Y,20221115,20230315,900,2100,900,2100
5287,19673033,55287058,19673033,55287058,11110024,2023,1,행촌경로당,서울특별시 종로구 인왕산로1길 58,200,50,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,Y,Y,20221115,20230315,900,2100,900,2100
5288,19629394,55292112,19629394,55292112,11110018,2023,5,종로노인종합복지관 무악센터,서울특별시 종로구 통일로14길 30,800,200,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5289,19910215,55290094,19910215,55290094,11110031,2023,1,운니경로당,서울특별시 종로구 삼일대로32길 51,200,50,6,0,0,0,N,Y,N,Y,Y,Y,Y,N,Y,Y,20221115,20230315,900,2100,900,2100
5290,20044525,55249934,20044525,55249934,11110037,2023,1,종로56가경로당,서울특별시 종로구 종로35가길 19,105.6,50,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
5291,20044547,55249886,20044547,55249886,11110035,2023,3,종로5.6가동주민센터,서울특별시 종로구 종로35가길 19,80,50,0,0,0,0,N,Y,N,Y,N,Y,Y,N,Y,Y,20221115,20230315,900,2100,900,2100
5292,20038486,55304957,20038486,55304957,11110038,2023,3,이화동주민센터,서울특별시 종로구 이화장길 33,400,50,0,0,0,0,N,Y,N,Y,N,Y,Y,N,Y,Y,20221115,20230315,900,2100,900,2100
5293,19913969,55276516,19913969,55276516,11110030,2023,3,종로1234가동 주민센터,서울특별시 종로구 삼일대로30길 47,400,100,0,0,0,0,N,Y,N,Y,N,Y,Y,N,Y,Y,20221115,20230315,900,2100,900,2100
5294,19877105,55293827,19877105,55293827,11110033,2023,5,서울노인복지센터,서울특별시 종로구 삼일대로 467,8000,2000,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5295,20059577,55312594,20059577,55312594,11110039,2023,1,이화경로당,서울특별시 종로구 이화장1나길 15,400,50,1,0,0,0,N,Y,N,Y,Y,Y,Y,N,Y,Y,20221115,20230315,900,2100,900,2100
5296,20053019,55302315,20053019,55302315,11110044,2023,5,종로노인종합복지관,서울특별시 종로구 율곡로19길 17-8,1600,400,1,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5297,20005059,55413860,20005059,55413860,11110045,2023,3,혜화동주민센터,서울특별시 종로구 혜화로 12,400,100,2,0,0,0,N,Y,N,Y,N,Y,Y,N,Y,Y,20221115,20230315,900,2100,900,2100
5298,20116615,55268279,20116615,55268279,11110053,2023,1,당고개경로당,서울특별시 종로구 종로53길 29,100,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,Y,Y,20221115,20230315,900,2100,900,2100
5299,20133948,55314533,20133948,55314533,11110058,2023,3,창신3동주민센터,서울특별시 종로구 지봉로 87,400,100,2,0,0,0,N,Y,N,Y,N,Y,Y,N,Y,Y,20221115,20230315,900,2100,900,2100
5300,20095605,55276527,20095605,55276527,11110054,2023,3,창신2동주민센터,서울특별시 종로구 창신길 62,120,30,0,0,0,0,N,Y,N,Y,N,Y,Y,N,Y,Y,20221115,20230315,900,2100,900,2100
5301,20128843,55328377,20128843,55328377,11110059,2023,1,온고회경로당,서울특별시 종로구 지봉로13길 14,280,70,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
5302,20078687,55323972,20078687,55323972,11110055,2023,1,창인경로당,서울특별시 종로구 낙산성곽동길 70-3,120,30,2,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5303,19972508,55388035,19972508,55388035,11110048,2023,1,유림경로당,서울특별시 종로구 성균관로5길 25-13,178.32,100,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
5304,20144457,55235292,20144457,55235292,11110050,2023,3,창신1동주민센터,서울특별시 종로구 지봉로 8-6,400,100,0,0,0,0,N,Y,N,Y,N,Y,Y,N,Y,Y,20221115,20230315,900,2100,900,2100
5305,20137753,55314378,20137753,55314378,11110061,2023,3,숭인1동주민센터,서울특별시 종로구 지봉로 86,120,30,0,0,0,0,N,Y,N,Y,N,Y,Y,N,Y,Y,20221115,20230315,900,2100,900,2100
5306,20176386,55281309,20176386,55281309,11110065,2023,3,숭인2동주민센터,서울특별시 종로구 종로65길 10,400,100,0,0,0,0,N,Y,N,Y,N,Y,Y,N,Y,Y,20221115,20230315,900,2100,900,2100
5307,19840105,55072413,19840105,55072413,11140003,2023,3,회현동 주민센터,서울특별시 중구 퇴계로12길 89,885.18,200,0,4,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,900,1800
5308,20109960,55307954,20109960,55307954,11110060,2023,5,종로종합사회복지관,서울특별시 종로구 지봉로13길 82,1421.2,250,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5309,20196099,55319470,20196099,55319470,1111000071,2023,1,흥인경로당,서울특별시 종로구 숭인동길 78-8,43.9,15,0,0,0,0,N,Y,N,Y,N,N,N,N,N,Y,20221115,20230315,900,1800,,
5310,19797127,55143633,19797127,55143633,11140001,2023,3,소공동 주민센터,서울특별시 중구 남대문로1길 31-5,136.43,41,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,900,1800
5311,20140923,55345978,20140923,55345978,11110062,2023,1,종로센트레빌경로당,서울특별시 종로구 동망산길 47,174.06,40,1,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
5312,19817259,55087668,19817259,55087668,11140004,2023,1,회현경로당,서울특별시 중구 퇴계로8길 46,286,40,0,4,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5313,19873591,55119033,19873591,55119033,11140005,2023,3,명동 주민센터,서울특별시 중구 퇴계로20길 3,189.09,20,0,6,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,900,1800
5314,19879527,55107057,19879527,55107057,11140006,2023,1,명동경로당,서울특별시 중구 퇴계로20길 25-26,655.1,80,0,3,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5315,19960939,55120767,19960939,55120767,11140007,2023,3,필동주민센터,서울특별시 중구 퇴계로36길 42,943.68,30,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,900,1800
5316,20013598,55112775,20013598,55112775,11140009,2023,1,장충경로당,서울특별시 중구 동호로25길 38,236.46,40,0,2,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5317,20069242,55139759,20069242,55139759,11140011,2023,3,장충동 주민센터,서울특별시 중구 장충단로8길 22,847.62,50,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,900,1800
5318,19997650,55159401,19997650,55159401,11140012,2023,1,묵정경로당,서울특별시 중구 퇴계로45길 32-12,195.17,60,0,3,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5319,19967265,55125218,19967265,55125218,11140008,2023,1,필동경로당,서울특별시 중구 필동로 11,201,50,0,2,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5320,20034344,55099813,20034344,55099813,11140010,2023,1,공원장충경로당,서울특별시 중구 동호로 257-10,425.76,50,0,2,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5321,19923829,55191150,19923829,55191150,11140021,2023,3,을지로동 주민센터,서울특별시 중구 충무로9길 19,30,10,0,2,0,0,N,N,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,900,1800
5322,20116978,55168470,20116978,55168470,11140063,2023,9,개미골목쉼터,서울특별시 중구 다산로39길 62,33.3,10,0,1,0,0,Y,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,1300,1700,,
5323,20122167,55131967,20122167,55131967,11140026,2023,1,신당경로당,서울특별시 중구 다산로29길 10,662.9,37,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5324,20128660,55139786,20128660,55139786,11140024,2023,3,신당동 주민센터,서울특별시 중구 다산로33길 3,595.84,50,0,0,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,900,1800
5325,19990149,55182505,19990149,55182505,11140018,2023,1,을지경로당,서울특별시 중구 을지로28길 16,204.65,45,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5326,20043653,55165858,20043653,55165858,11140016,2023,3,광희동 주민센터,서울특별시 중구 퇴계로 303-9,254,10,0,2,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,900,1800
5327,20043883,55167915,20043883,55167915,11140013,2023,1,광희경로당,서울특별시 중구 퇴계로 303-9,254,50,0,3,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5328,20106563,55111294,20106563,55111294,11140037,2023,1,다산경로당,서울특별시 중구 동호로12길 97,452,50,0,2,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5329,20090089,55145286,20090089,55145286,11140035,2023,1,신일경로당,서울특별시 중구 청구로 121,577.7,50,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5330,20082082,55033048,20082082,55033048,11140064,2023,5,약수노인종합복지관,서울특별시 중구 다산로6길 11,979.1,358,0,0,0,0,N,Y,N,Y,N,N,N,N,N,Y,20221115,20230315,900,1800,,
5331,20050179,55054999,20050179,55054999,11140043,2023,1,충현경로당,서울특별시 중구 동호로17나길 5-4,284,30,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5332,20072889,55056252,20072889,55056252,11140046,2023,3,다산동 주민센터,서울특별시 중구 동호로15길 50,85,30,0,2,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,900,1800
5333,20062359,55027089,20062359,55027089,11140040,2023,1,장수경로당,서울특별시 중구 동호로11다길 18,444,60,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5334,20089641,55040334,20089641,55040334,11140050,2023,1,약수경로당,서울특별시 중구 다산로10길 10-12,177,70,0,2,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20211115,20220315,900,1800,,
5335,20115094,55032127,20115094,55032127,11140051,2023,1,동호경로당,서울특별시 중구 동호로8길 42-22,144,60,0,2,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5336,20082850,54995942,20082850,54995942,11140058,2023,1,남산숲경로당,서울특별시 중구 다산로 32,134,60,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5337,20128660,55058864,20128660,55058864,11140055,2023,1,약수하이츠경로당,서울특별시 중구 동호로10길 30,216.11,50,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5338,20079159,55032830,20079159,55032830,11140059,2023,3,약수동주민센터,서울특별시 중구 다산로 92,1317,200,0,4,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,900,1800
5339,20130372,55059225,20130372,55059225,11140054,2023,1,대양경로당,서울특별시 중구 동호로10길 30,96.36,30,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5340,20081217,54997521,20081217,54997521,11140061,2023,1,하늘경로당,서울특별시 중구 다산로 32,307,70,0,2,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5341,20082893,54996285,20082893,54996285,11140060,2023,1,쌈지경로당,서울특별시 중구 다산로 32,126,20,0,2,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5342,20158439,55097100,20158439,55097100,11140052,2023,1,청송경로당,서울특별시 중구 청구로1길 23,83.85,30,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5343,20158042,55095764,20158042,55095764,11140053,2023,1,삼성경로당,서울특별시 중구 청구로1길 23,240,40,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5344,20129702,55084186,20129702,55084186,11140056,2023,3,청구동주민센터,서울특별시 중구 청구로3길 55,50,20,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,900,1800
5345,20126999,55077901,20126999,55077901,11140057,2023,1,청구경로당,서울특별시 중구 청구로3길 69,130.64,50,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5346,20147474,55121781,20147474,55121781,11140038,2023,1,동화경로당,서울특별시 중구 청구로 64,105,30,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5347,20191186,55154590,20191186,55154590,11140048,2023,1,유락경로당,서울특별시 중구 퇴계로90길 42,71.26,40,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5348,20169761,55164750,20169761,55164750,11140049,2023,1,신당5동경로당,서울특별시 중구 다산로42길 53,71.14,40,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5349,20153243,55143309,20153243,55143309,11140039,2023,1,파라다이스경로당,서울특별시 중구 다산로42나길 46,89,30,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5350,20172069,55109437,20172069,55109437,11140036,2023,3,동화동주민센터,서울특별시 중구 다산로36길 100,260000,300,0,6,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,900,1800
5351,20188865,55115852,20188865,55115852,11140041,2023,1,현대아파트경로당,서울특별시 중구 다산로36길 109,102,40,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5352,20193189,55173155,20193189,55173155,11140047,2023,3,신당5동주민센터,서울특별시 중구 다산로44길 85,251.3,30,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,900,1800
5353,20187593,55238365,20187593,55238365,11140033,2023,1,롯데캐슬베네치아경로당,서울특별시 중구 청계천로 400,198.3,40,1,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5354,20147208,55120803,20147208,55120803,11140044,2023,1,청구e편한세상경로당,서울특별시 중구 청구로 64,128,50,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5355,20192382,55190319,20192382,55190319,11140034,2023,1,황중경로당,서울특별시 중구 난계로11길 37,257.04,35,1,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5356,20187411,55238726,20187411,55238726,11140032,2023,1,SH황학롯데캐슬경로당,서울특별시 중구 청계천로 400,264.46,30,2,2,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5357,20172528,55107492,20172528,55107492,11140042,2023,1,푸르지오경로당,서울특별시 중구 다산로36길 110,119,50,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5358,20188767,55198910,20188767,55198910,11140031,2023,3,황학동주민센터,서울특별시 중구 난계로11길 52,330,30,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,900,1800
5359,19681521,55060150,19681521,55060150,11140025,2023,3,중림동주민센터,서울특별시 중구 만리재로 175,49.54,30,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,900,1800
5360,20152836,55152276,20152836,55152276,11140045,2023,1,동화동구립경로당,서울특별시 중구 퇴계로80길 52,138,70,1,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5361,19687597,55085102,19687597,55085102,11140027,2023,1,충정경로당(임대),서울특별시 중구 중림로4길 41,69,30,1,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5362,19681611,55060190,19681611,55060190,11140028,2023,1,서울역센트럴자이경로당,서울특별시 중구 만리재로 175,254,100,4,4,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5363,19699755,55081777,19699755,55081777,11140030,2023,1,중림구립경로당,서울특별시 중구 손기정로 101,198,55,1,1,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5364,19864583,54905785,19864583,54905785,11170007,2023,1,용암 경로당,서울특별시 용산구 신흥로3가길 21-7,314,100,4,0,0,0,Y,N,N,Y,Y,Y,N,N,N,N,20221115,20230315,900,1800,900,1800
5365,19721752,54955273,19721752,54955273,11170015,2023,1,청파2동 경로당,서울특별시 용산구 청파로49길 34,203,60,0,0,1,0,Y,N,N,Y,Y,Y,N,N,Y,Y,20221115,20230315,900,1800,900,1800
