UNDP_국가명,WB_국가명,ISO3_국가코드,DAC_국가코드,WB_지역,KOICA_국가명_국문,KOICA_지역명_국문,KOICA_지역명_영문,KOICA_지역명_부서,국가협력전략 대상국가,KOICA 사무소 주재 여부,겸임국 관할 사무소명,OECD_국가명,OECD소득 기준,인구수_기준연도,인구수,GDP_기준연도,1인당 국내총생산,국민총생산 기준연도,1인당 국민총생산,빈곤율 기준연도,빈곤율,지니계수 기준연도,지니계수,문해율 기준연도,문해율,중등학교 등록율(여학생) 기준연도,중등학교 등록율(여학생),중등학교 등록률(남학생) 기준연도,중등학교 등록율(남학생),중등학교 등록율 젠더 패리티 인덱스 기준연도,중등학교 등록율 젠더 패리티 인덱스,세금 기준연도,세금,ODA 순 수원액 기준연도,ODA 순 수원액,기업여건 기준연도,기업여건,해외직접투자 기준연도,해외직접투자,100명당 이동통신 사용률 기준연도,100명당 이동통신 사용률,1인당 전기 소비량 기준연도,1인당 전기 소비량,인터넷 사용률 기준연도,인터넷 사용률,취약국가 지수 기준연도,취약국가 지수,취약국가 순위,부패인식지수 기준연도,부패인식점수,부패인식순위,전자정부 지수 기준연도,전자정부 지수 순위,전자정부지수,인간개발지수 기준연도,인간개발지수순위,인간개발지수,젠더개발지수 기준연도,젠더개발지수,젠더 불평등 지수 기준연도,젠더 불평등 지수,여성국회의원 비율 기준연도,여성국회의원 비율,여성실업률 기준연도,여성실업률,ODA 규모 기준연도,수원국 ODA 규모,양자 지원 규모,GNI 대비 ODA 비율,한국 ODA 규모 기준연도,한국 ODA 규모,KOICA 지원 규모_공공행정,KOICA 지원 규모_교육,KOICA 지원 규모_기술환경에너지,KOICA 지원 규모_기타,KOICA 지원 규모_긴급구호,KOICA 지원 규모_농림수산,KOICA 지원 규모_보건,KOICA 지원 규모_전체
Sri Lanka,Sri Lanka,LKA,640,South Asia,스리랑카,아시아/태평양,Asia-Pacific,서남아태평양,yes,yes,스리랑카 사무소,Sri Lanka,LMIC,2020,21900000 ,2020,3682.038,2020,3720,2016,0.9,2016,39.3,2018,91.70982,2018,102.6321,2018,98.04097,2018,1.04683,2019,11.55619,2019,0.2419757,2019,99,2019,758000000 ,2019,144.3396,2014,531.0906,2017,34.11335,2020,81.8,52,2019,38,93,2020,85,0.6708,2019,72,0.782,2019,0.955,2019,0.401,2020,5.381166,2019,6.87,2019,583,60,0,2019,37,25400000,63600000,31700000,4978661,12300000,20400000,20100000,178000000
India,India,IND,645,South Asia,인도,아시아/태평양,Asia-Pacific,서남아태평양,yes,no,방글라데시 사무소,India,LMIC,2020,1380000000 ,2020,1900.707,2020,1900,2011,22.5,2011,35.7,2018,74.37299,2019,74.52296,2019,73.14083,2019,1.0189,2018,12.02552,2019,0.0918163,2019,63,2019,50600000000 ,2019,84.27001,2014,804.5163,2018,20.0813,2020,75.30743,68,2019,41,80,2020,100,0.5964,2019,131,0.645,2019,0.82,2019,0.488,2020,14.36464,2019,5.21,2019,24045,72,0,2019,2,1020254,617826,1221929,46192,292634,686385,412223,4297443
Maldives,Maldives,MDV,655,South Asia,몰디브,아시아/태평양,Asia-Pacific,서남아태평양,no,no,스리랑카 사무소,Maldives,UMIC,2020,540542 ,2020,7455.856,2020,6830,2016,,2016,31.3,2016,97.73495,2019,78.40451,2019,84.26984,2019,0.9304,2009,9.100668,2019,1.418332,2019,147,2019,961000000 ,2019,155.9539,,,2017,63.18567,2020,66.2,99,2019,29,130,2020,105,0.574,2019,95,0.74,2019,0.923,2019,0.369,2020,4.597701,2019,5.22,2019,213,53,1,2019,0,1538612,169911,342338,173051,3189335,79335,254694,5747277
Nepal,Nepal,NPL,660,South Asia,네팔,아시아/태평양,Asia-Pacific,서남아태평양,yes,yes,네팔 사무소,Nepal,LDC,2020,29100000 ,2020,1155.143,2020,1190,2010,15,2010,32.8,2018,67.90843,2019,83.0243,2019,77.373,2019,1.07304,2019,19.80906,2019,3.93963,2019,94,2019,186000000 ,2018,139.4464,2014,146.473,2017,21.40351,2020,82.5666,49,2019,34,113,2020,132,0.4699,2019,142,0.602,2019,0.933,2019,0.452,2020,32.72727,2019,2.73,2019,1442,38,4,2019,17,29000000,44000000,16000000,3419284,2536255,23500000,48400000,167000000
Pakistan,Pakistan,PAK,665,South Asia,파키스탄,아시아/태평양,Asia-Pacific,서남아태평양,yes,yes,파키스탄 사무소,Pakistan,LMIC,2020,221000000 ,2020,1193.733,2020,1280,2018,4.4,2018,31.6,2017,59.13205,2019,40.65109,2019,46.74408,2019,0.86965,,,2019,0.7962748,2019,108,2019,2230000000 ,2019,76.37689,2014,447.5052,2019,17.0709,2020,92.07809,25,2019,32,120,2020,153,0.4183,2019,154,0.557,2019,0.745,2019,0.538,2020,20.17544,2019,4.32,2019,3021,41,1,2019,51,6319849,17600000,11500000,1323054,13200000,4245281,5470472,59600000
Bangladesh,Bangladesh,BGD,666,South Asia,방글라데시,아시아/태평양,Asia-Pacific,서남아태평양,yes,yes,방글라데시 사무소,Bangladesh,LDC,2020,165000000 ,2020,1968.792,2020,2010,2016,14.3,2016,32.4,2019,74.68446,2019,78.27727,2019,67.0911,2019,1.16673,2016,8.765028,2019,1.414519,2019,168,2019,1910000000 ,2019,101.5492,2014,320.2099,2019,12.9,2020,85.7,39,2019,26,146,2020,119,0.5189,2019,133,0.632,2019,0.904,2019,0.537,2020,20.91691,2019,6.55,2019,6024,50,1,2019,93,28900000,47700000,18900000,1951153,8433826,16700000,50200000,173000000
Cambodia,Cambodia,KHM,728,East Asia & Pacific,캄보디아,아시아/태평양,Asia-Pacific,동남아1,yes,yes,캄보디아 사무소,Cambodia,LDC,2020,16700000 ,2020,1512.728,2020,1490,,,,,2015,80.52649,2008,41.59924,2008,48.66821,2008,0.85475,2019,19.73206,2019,3.855234,2019,144,2019,3660000000 ,2019,129.9162,2014,271.3672,2018,40.54599,2020,80.30838,55,2019,20,162,2020,124,0.5113,2019,144,0.594,2019,0.922,2019,0.474,2020,20,2019,0.16,2019,1718,64,4,2019,72,41900000,78500000,61200000,7836286,1487615,33000000,67000000,291000000
Chi,Chi,CHN,730,East Asia & Pacific,중국,아시아/태평양,Asia-Pacific,동남아,no,no,본부,Chi,UMIC,2020,1400000000 ,2020,10500.4,2020,10610,2016,0.5,2016,38.5,2018,96.84089,2010,88.01268,2010,88.31697,2010,0.99655,2018,9.052686,2019,-0.0041413,2019,31,2019,187000000000 ,2019,121.7923,2014,3927.044,2017,54.3,2020,69.85879,86,2019,41,80,2020,45,0.7948,2019,85,0.761,2019,0.958,2019,0.168,2020,24.94118,2019,3.98,2019,42398,88,0,2019,1,4636823,21100000,7899370,2994712,8431042,15600000,4710605,65300000
Indonesia,Indonesia,IDN,738,East Asia & Pacific,인도네시아,아시아/태평양,Asia-Pacific,동남아2,yes,yes,인도네시아 사무소,Indonesia,LMIC,2020,274000000 ,2020,3869.588,2020,3870,2019,2.7,2019,38.2,2018,95.65856,2018,90.04094,2018,87.84292,2018,1.02502,2019,9.752037,2019,-0.0580562,2019,73,2019,25000000000 ,2019,126.1069,2019,1084,2019,47.69065,2020,67.8455,96,2019,40,85,2020,88,0.6612,2019,107,0.718,2019,0.94,2019,0.48,2020,20.34783,2019,3.35,2019,15005,88,0,2019,50,43900000,59200000,78100000,11800000,25100000,22700000,11100000,252000000
Lao People's Democratic Republic,Lao PDR,LAO,745,East Asia & Pacific,라오스,아시아/태평양,Asia-Pacific,동남아1,yes,yes,라오스 사무소,Lao People's Democratic Republic,LDC,2020,7275556 ,2020,2630.204,2020,2480,2018,10,2018,38.8,2015,84.66104,2019,63.56626,2019,67.90653,2019,0.93608,,,2019,3.679813,2019,154,2019,756000000 ,2019,60.844,,,2017,25.51044,2020,76.86019,63,2019,29,130,2020,167,0.3288,2019,137,0.613,2019,0.927,2019,0.459,2020,27.51678,2019,0.56,2019,749,51,4,2019,69,29200000,48200000,28700000,1912378,1125915,36900000,43900000,190000000
Malaysia,Malaysia,MYS,751,East Asia & Pacific,말레이시아,아시아/태평양,Asia-Pacific,동남아,no,no,본부,Malaysia,UMIC,2020,32400000 ,2020,10401.79,2020,10580,2015,,2015,41.1,2018,94.85441,2019,86.99334,2019,80.69579,2019,1.07804,2019,11.95251,2019,0.0016875,2019,12,2019,9100000000 ,2019,139.5963,2014,4651.951,2019,84.21322,2020,57.5619,120,2019,53,51,2020,47,0.7892,2019,62,0.81,2019,0.972,2019,0.253,2020,14.86486,2019,3.64,2019,11080,82,0,2019,1,952137,968878,873795,160457,109847,439031,102113,3606258
Mongolia,Mongolia,MNG,753,East Asia & Pacific,몽골,아시아/태평양,Asia-Pacific,중동중앙아,yes,yes,몽골 사무소,Mongolia,LMIC,2020,3278292 ,2020,4007.309,2020,3670,2018,0.5,2018,32.7,2018,98.42312,2010,94.75083,2010,88.34743,2010,1.07248,2018,16.77678,2019,2.531485,2019,81,2019,2440000000 ,2019,137.0136,2014,2006.387,2019,51.07999,2020,51.93521,129,2019,35,106,2020,92,0.6497,2019,99,0.737,2019,1.023,2019,0.322,2020,17.33333,2019,4.75,2019,1312,70,3,2019,69,65500000,64900000,77700000,7537683,2218294,24800000,21700000,264000000
Philippines,Philippines,PHL,755,East Asia & Pacific,필리핀,아시아/태평양,Asia-Pacific,동남아2,yes,yes,필리핀 사무소,Philippines,LMIC,2020,110000000 ,2020,3298.83,2020,3430,2018,2.7,2018,42.3,2015,98.18255,2018,88.63725,2018,79.74776,2018,1.11147,2019,14.48847,2019,0.2183995,2019,95,2019,8670000000 ,2019,154.7611,2014,696.3468,2019,43.02661,2020,81,54,2019,34,113,2020,77,0.6892,2019,107,0.718,2019,1.007,2019,0.43,2020,27.96053,2019,2.53,2019,32904,90,0,2019,71,27900000,63600000,44500000,6987909,6906619,106000000,47200000,304000000
Thailand,Thailand,THA,764,East Asia & Pacific,태국,아시아/태평양,Asia-Pacific,동남아1,no,no,라오스 사무소,Thailand,UMIC,2020,69800000 ,2020,7189.042,2020,7050,2019,0.1,2019,34.9,2018,93.76776,2019,113.3555,2019,116.8574,2019,0.97003,2019,14.64765,2019,-0.0645157,2019,21,2019,4820000000 ,2019,186.1586,2014,2538.796,2019,66.65241,2020,70.81358,82,2019,36,101,2020,57,0.7565,2019,79,0.777,2019,1.008,2019,0.359,2020,15.74642,2019,0.73,2019,7857,90,0,2019,5,5739943,33600000,5240247,1231321,1929107,2403615,1231134,51400000
Timor-Leste,Timor-Leste,TLS,765,East Asia & Pacific,동티모르,아시아/태평양,Asia-Pacific,동남아2,no,yes,동티모르 사무소,Timor-Leste,LDC,2020,1318442 ,2020,1381.176,2020,1830,2014,22,2014,28.7,2018,68.06683,2019,90.5236,2019,82.65594,2019,1.09519,2019,22.97874,2019,8.735041,2019,181,2019,74600000 ,2019,110.2185,,,2017,27.49273,2020,82.66311,47,2019,38,93,2020,134,0.4649,2019,141,0.606,2019,0.942,,,2020,38.46154,2019,6.03,2019,279,76,10,2019,9,10700000,26200000,9631951,1411580,629973,11200000,28300000,88000000
Viet m,Vietm,VNM,769,East Asia & Pacific,베트남,아시아/태평양,Asia-Pacific,동남아1,yes,yes,베트남 사무소,Viet m,LMIC,2020,97300000 ,2020,2785.724,2020,2660,2018,1.8,2018,35.7,2018,95.00038,1998,55.47394,1998,60.92208,1998,0.91057,,,2019,0.4436707,2019,70,2019,16100000000 ,2019,141.2269,2014,1423.7,2019,68.7,2020,63.8854,110,2019,37,96,2020,86,0.6667,2019,117,0.704,2019,0.997,2019,0.296,2020,26.72065,2019,2.01,2019,8060,61,0,2019,133,97300000,152000000,87000000,7424440,2522091,40600000,77300000,464000000
,Cook Islands,CK,831,,쿡제도,아시아/태평양,Asia-Pacific,서남아태평양,no,no,피지 사무소,,UMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,,,,,,,,,,,,,,,,,,,,,,,,,,226096,,233571,13495,28710,142781,159334,803987
Fiji,Fiji,FJI,832,East Asia & Pacific,피지,아시아/태평양,Asia-Pacific,서남아태평양,no,yes,피지 사무소,Fiji,UMIC,2020,896444 ,2020,4881.526,2020,4720,2013,0.5,2013,36.7,2017,99.08211,2012,94.34458,2012,85.66498,2012,1.10132,2019,22.67684,2019,2.756368,2019,102,2019,322000000 ,2017,117.8306,,,2017,49.96637,2020,69.85212,86,,,,2020,90,0.6585,2019,93,0.743,2005,0.933,2019,0.37,2020,19.60784,2019,5.33,2019,159,60,3,2019,7,3951328,3103180,8345566,1075316,548574,1933661,11800000,30700000
Kiribati,Kiribati,KIR,836,East Asia & Pacific,키리바시,아시아/태평양,Asia-Pacific,서남아태평양,no,no,피지 사무소,Kiribati,LDC,2020,119446 ,2020,1670.825,2020,3010,2006,12.9,2006,37,,,2008,91.44311,2008,82.71623,2008,1.1055,2019,24.85819,2019,14.84616,2019,164,2019,-558281 ,2019,46.47552,,,2017,14.58182,1960,,,,,,2020,145,0.432,2019,134,0.63,,,,,2020,8.888889,,,2019,62,77,15,2019,1,370456,323899,896967,5030,85670,364912,239568,2286502
uru,uru,NRU,845,East Asia & Pacific,나우루,아시아/태평양,Asia-Pacific,서남아태평양,no,no,피지 사무소,uru,UMIC,2020,10834 ,2019,10983.22,2019,16630,2012,0.9,2012,34.8,,,2019,98.38969,2019,95.02408,2019,1.03542,2018,30.46627,2019,31.1968,,,2018,,2017,94.58054,,,2017,62.38512,1960,,,,,,2020,154,0.415,,,,,,,,2020,10.52632,,,2019,54,54,31,2019,0,875092,101910,126770,13423,20342,33373,25902,1196813
Vanuatu,Vanuatu,VUT,854,East Asia & Pacific,바누아투,아시아/태평양,Asia-Pacific,서남아태평양,no,no,피지 사무소,Vanuatu,LDC,2020,307150 ,2020,2782.984,2020,2780,2010,13.2,2010,37.6,2018,87.50631,2015,54.94925,2015,53.50935,2015,1.02691,2019,17.71169,2019,13.26579,2019,107,2019,34800000 ,2019,88.44112,,,2017,25.71979,1960,,,2019,46,64,2020,142,0.4403,2019,140,0.609,,,,,2020,,2019,1.42,2019,143,57,14,2019,0,570375,265292,346514,5053,8533,37763,2368,1235897
,Niue,NIU,856,,니우에,아시아/태평양,Asia-Pacific,서남아태평양,no,no,피지 사무소,Niue,UMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,,,,,,,,,,,,,,,,,,,,2019,19,97,,2019,0,98543,,237490,,9759,,113649,459441
Marshall Islands,Marshall Islands,MHL,859,East Asia & Pacific,마샬군도,아시아/태평양,Asia-Pacific,서남아태평양,no,no,피지 사무소,Marshall Islands,UMIC,2020,59194 ,2019,4073.11,2019,5010,,,,,2011,98.26508,2019,66.36425,2019,61.62866,2019,1.07684,2019,17.41611,2019,22.54326,2019,153,2019,4177234 ,2017,27.55865,,,2017,38.70116,1960,,,,,,2020,156,0.4055,2019,117,0.704,,,,,2020,6.060606,,,2019,240,82,,2019,0,543245,,559323,,17925,346140,,1466632
Micronesia (Federated States of),Micronesia,FSM,860,East Asia & Pacific,마이크로네시아,아시아/태평양,Asia-Pacific,서남아태평양,no,no,피지 사무소,Micronesia (Federated States of),LMIC,2020,115021 ,2019,3585.423,2019,4010,2013,15.4,2013,40.1,,,2005,86.59369,2005,79.9306,2005,1.08336,2019,19.22755,2019,19.98128,2019,158,2014,20200000 ,2017,20.73767,,,2017,35.30405,2020,71.23563,79,,,,2020,161,0.3779,2019,136,0.62,,,,,2020,,,,2019,-1122,79,,2019,1,316020,46768,309289,,9495,168167,,849739
Palau,Palau,PLW,861,East Asia & Pacific,팔라우,아시아/태평양,Asia-Pacific,동남아2,no,no,필리핀 사무소,Palau,UMIC,2020,18092 ,2019,14907.78,2019,16500,,,,,2015,96.59374,2014,122.9102,2014,110.8071,2014,1.10923,2019,20.86938,2019,8.714104,2019,145,2019,22000000 ,2015,134.407,,,2004,26.97033,1960,,,,,,2020,125,0.5109,2019,50,0.826,,,,,2020,6.25,,,2019,37,93,,2019,1,488153,,86593,26736,13787,110127,717026,1442423
Papua New Guinea,Papua New Guinea,PNG,862,East Asia & Pacific,파푸아뉴기니,아시아/태평양,Asia-Pacific,서남아태평양,no,no,피지 사무소,Papua New Guinea,LMIC,2020,8947027 ,2020,2636.8,2020,2660,2009,38,2009,41.9,2010,61.6,2016,39.86032,2016,54.67657,2016,0.72902,2019,12.98094,2019,2.806318,2019,120,2019,334000000 ,2017,47.61772,,,2017,11.2092,2020,82.29729,50,2019,28,137,2020,175,0.2827,2019,155,0.555,2000,0.85,2019,0.725,2020,,2019,1.29,2019,547,72,3,2019,1,2137458,1216706,2020586,233252,75173,1792375,6053092,13500000
Solomon Islands,Solomon Islands,SLB,866,East Asia & Pacific,솔로몬군도,아시아/태평양,Asia-Pacific,서남아태평양,no,no,피지 사무소,Solomon Islands,LDC,2020,686878 ,2020,2258.4,2020,2300,2012,24.7,2012,37.1,2009,76.6,2012,47.02147,2012,49.51903,2012,0.94956,2020,20.84665,2019,14.4084,2019,136,2019,32800000 ,2019,71.37945,,,2017,11.92423,2020,79.74525,56,2019,42,77,2020,166,0.3442,2019,151,0.567,,,,,2020,6.382979,2019,0.62,2019,300,77,17,2019,3,2358734,6307569,1420869,392105,80022,2699313,6129131,19400000
Tonga,Tonga,TON,870,East Asia & Pacific,통가,아시아/태평양,Asia-Pacific,서남아태평양,no,no,피지 사무소,Tonga,UMIC,2020,105697 ,2019,4903.012,2019,5000,2015,1,2015,37.6,2018,99.41437,2015,102.3983,2015,99.43336,2015,1.02982,,,2019,20.07777,2019,103,2019,1742414 ,2019,59.43308,,,2017,41.24873,1960,,,,,,2020,108,0.5616,2019,104,0.725,2019,0.95,2019,0.354,2020,7.407407,2019,3.65,2019,114,43,,2019,0,761095,13176,814904,33422,198187,159018,216592,2196394
Tuvalu,Tuvalu,TUV,872,East Asia & Pacific,투발루,아시아/태평양,Asia-Pacific,서남아태평양,no,no,피지 사무소,Tuvalu,LDC,2020,11792 ,2020,4143.11,2020,5820,2010,3.3,2010,39.1,,,2019,47.15347,2019,35.41176,2019,1.33158,,,2019,55.84262,,,2019,298862 ,2017,70.3606,,,2017,49.31834,1960,,,,,,2020,151,0.4209,,,,,,,,2020,6.25,,,2019,37,54,56,2019,0,802555,112433,580735,20005,85019,39865,87321,1727931
Samoa,Samoa,WSM,880,East Asia & Pacific,사모아,아시아/태평양,Asia-Pacific,서남아태평양,no,no,피지 사무소,Samoa,UMIC,2020,198410 ,2020,4067.473,2020,4070,2013,1.1,2013,38.7,2018,99.09577,2016,98.01788,2016,88.82879,2016,1.10345,2013,23.51077,2019,15.15373,2019,98,2019,1019330 ,2017,63.58317,,,2017,33.61094,2020,63.29665,112,,,,2020,149,0.4219,2019,111,0.715,,,2019,0.36,2020,10,2019,9.82,2019,121,60,15,2019,1,688168,231127,231943,28714,173060,319921,1776094,3449026
