연도,변동사유발생연월일,판매업종류,구분,업체명,소재지
2019,2019-01-04,주유소,신규등록,샘물주유소,전라북도 전주시 덕진구온고을로 441(만성동)
2019,2019-01-04,주유소,폐업,이서로또주유소,"전라북도 완주군 이서면 상개리554,554-7"
2019,2019-01-04,주유소,폐업,다부오일밸리주유소,경상북도 칠곡군 경북대로827 (동명면)
2019,2019-01-04,주유소,휴업,천지주유소,경상북도 안동시 길안청송로 342 (길안면)
2019,2019-01-04,주유소,폐업,상송도림주유소,경상북도 영천시 천문로3089 (화북면)
2019,2019-01-04,주유소,폐업,(주)소모에너지엔테크놀러지 뉴오남주유소,경기도 남양주시 양지로296 (오남읍)
2019,2019-01-07,주유소,휴업,푸른주유소,충청남도 논산시 동안로73 (강경읍)
2019,2019-01-07,주유소,휴업,성삼주유소,경상북도 김천시 환경로89 (신음동)
2019,2019-01-07,주유소,휴업,힘대로주유소,경상남도 김해시 김해대로1924 (구산동)
2019,2019-01-08,주유소,휴업,두산주유소,울산광역시 울주군 웅촌로504 (웅촌면)
2019,2019-01-08,주유소,신규등록,구룡주유소,충청남도 부여군 구룡면 흥수로 152
2019,2019-01-08,주유소,휴업,판문주유소,전라북도 익산시 춘포로472 (춘포면)
2019,2019-01-08,주유소,휴업,서영주유소,강원도 철원군 오덕로274 (동송읍)
2019,2019-01-08,주유소,휴업,한민족주유소,경기도 화성시 푸른들판로324-6 (향남읍)
2019,2019-01-09,주유소,폐업,율정제일주유소,경기도 양주시 화합로1661 (율정동)
2019,2019-01-09,주유소,폐업,(주)미성주유소,전라남도 나주시 나주로47 (송월동)
2019,2019-01-09,주유소,신규등록,웅천농협 주유소,경상남도 창원시 남문동 1229번지
2019,2019-01-10,주유소,폐업,부발주유소,경기도 이천시 무촌로112 (부발읍)
2019,2019-01-10,주유소,휴업,고현주유소,경기도 오산시 남부대로511 (고현동)
2019,2019-01-10,주유소,신규등록,아성(주)직영 아성알뜰주유소,세종특별자치시 다정동 다정북로 40
2019,2019-01-11,주유소,폐업,하나주유소,서울특별시 영등포구 도림로236 (신길동)
2019,2019-01-11,주유소,신규등록,자월주유소,인천광역시 옹진군 자월면 자월동로 38
2019,2019-01-11,주유소,폐업,대지주유소,서울특별시 영등포구 영등포로115 (당산동2가)
2019,2019-01-14,주유소,휴업,시너직주유소,경상북도 경주시 산업로3585 (동방동)
2019,2019-01-14,주유소,휴업,짱구주유소,전라북도 익산시 여강로417 (망성면)
2019,2019-01-14,주유소,폐업,남창녕주유소,경상남도 창녕군 창녕대로326 (창녕읍)
2019,2019-01-14,주유소,휴업,오성주유소,경상북도 구미시 구미중앙로352-48 (신평동)
2019,2019-01-15,주유소,휴업,금척주유소,경상북도 경주시 금척상리길1-3 (건천읍)
2019,2019-01-15,주유소,폐업,SK네트웍스(주) 한강주유소,경상남도 창원시 마산합포구 합포로212 (산호동)
2019,2019-01-15,주유소,휴업,오창공단IC주유소,충청북도 청주시 청원구 농소길6-3 (오창읍)
2019,2019-01-16,주유소,휴업,영광IC주유소,전라남도 영광군 영대로674 (영광읍)
2019,2019-01-16,주유소,휴업,에이원주유소,경상북도 포항시 북구 동해대로2801 (송라면)
2019,2019-01-17,주유소,폐업,황산주유소,전라남도 해남군 명량로2053 (황산면)
2019,2019-01-18,주유소,신규등록,㈜통영IC주유소,경상남도 통영시 통영터널로 32
2019,2019-01-18,주유소,폐업,서평택주유소,경기도 평택시 포승향남로217 (포승읍)
2019,2019-01-18,주유소,휴업,스마트주유소,인천광역시 서구 원적로136 (가좌동)
2019,2019-01-18,주유소,휴업,대성주유소,강원도 태백시 상장로88 (황지동)
2019,2019-01-18,주유소,휴업,눌제주유소,전라북도 정읍시 관청길95 (고부면)
2019,2019-01-21,주유소,휴업,SK네트웍스(주) 동광주유소,울산광역시 북구 안기번득길23 (화봉동)
2019,2019-01-21,주유소,신규등록,주식회사태리힐링스 아크로셀프주유소,인천광역시 부평구 무네미로431 (구산동)
2019,2019-01-21,주유소,휴업,판도라주유소,경상남도 창원시 마산합포구 삼진의거대로753 (진동면)
2019,2019-01-22,주유소,휴업,안국에너지(주)망원동주유소,서울특별시 마포구 월드컵로119 (망원동)
2019,2019-01-22,주유소,휴업,도화IC주유소,인천광역시 미추홀구 송림로309 (도화동)
2019,2019-01-22,주유소,폐업,유원 주유소,충청남도 태안군 근흥로1043 (근흥면)
2019,2019-01-23,주유소,휴업,병곡주유소,경상북도 영덕군 흰돌로20 (병곡면)
2019,2019-01-23,주유소,휴업,홍보주유소,충청남도 보령시 충청수영로564-5 (오천면)
2019,2019-01-23,주유소,신규등록,주식회사 태리힐링스 아크로셀프주유소,인천광역시 부평구 무네미로431 (구산동)
2019,2019-01-24,주유소,휴업,대길주유소,경상북도 김천시 남김천대로3113 (구성면)
2019,2019-01-24,주유소,휴업,세일주유소,충청남도 천안시 서북구 천안대로1201 (신당동)
2019,2019-01-24,주유소,휴업,DB에너지,강원도 춘천시 경춘로1014 (서면)
2019,2019-01-24,주유소,신규등록,다시농협주유소,전라남도 나주시 다시면 월태리 592
2019,2019-01-24,주유소,휴업,대성주유소,충청북도 영동군 영동황간로759 (영동읍)
2019,2019-01-24,주유소,휴업,2000주유소,충청북도 영동군 난계로3075 (황간면)
2019,2019-01-25,주유소,휴업,차경주유소,전라남도 고흥군 우주항공로232 (도양읍)
2019,2019-01-25,주유소,휴업,SK네트웍스(주) 삼성주유소,서울특별시 강남구 삼성로521 (삼성동)
2019,2019-01-28,주유소,신규등록,서순창농협주유소,전라북도 순창군 복흥면 정산리 796-3
2019,2019-01-28,주유소,신규등록,주천주유소,강원도 영월군 주천면 주천리 1357
2019,2019-01-28,주유소,신규등록,기안셀프주유소,경기도 화성시 서부로1343(기안동)
2019,2019-01-29,주유소,신규등록,물레방아주유소,충청북도 음성군 감곡면 음성로 2358
2019,2019-01-29,주유소,휴업,(주)명수주유소,경기도 군포시 군포로10 (대야미동)
2019,2019-01-29,주유소,신규등록,보정꽃길주유소,경기도 용인시 기흥구 용구대로 2469번길 153(보정동)
2019,2019-01-29,주유소,휴업,현대오일뱅크(주)직영영월현대주유소,강원도 영월군 서강로628 (한반도면)
2019,2019-01-29,주유소,폐업,도개주유소,경상북도 구미시 도안로430 (도개면)
2019,2019-01-30,주유소,휴업,영광주유소,울산광역시 북구 동해안로1097 (당사동)
2019,2019-01-30,주유소,폐업,백구셀프주유소,전라북도 김제시 번영로2773 (백구면)
2019,2019-01-31,주유소,휴업,안국에너지(주)망원동주유소,서울특별시 마포구 월드컵로119 (망원동)
2019,2019-01-31,주유소,휴업,굿오일조아주유소,경상북도 구미시 선산대로849 (고아읍)
2019,2019-02-01,주유소,신규등록,MG새마을금고 위례주유소,서울시 송파구 위례중앙로 43번지
2019,2019-02-01,주유소,휴업,대명그린주유소,경기도 여주시 설가로815 (가남읍)
2019,2019-02-01,주유소,휴업,SK에너지(주) 대흥셀프주유소,부산광역시 사하구 다대로292 (장림동)
2019,2019-02-01,주유소,등록취소,SK주유소,경기도 포천시 호국로898 (설운동)
2019,2019-02-07,주유소,휴업,오류주유소,경상북도 경주시 동해안로2453 (감포읍)
2019,2019-02-07,주유소,폐업,영진주유소,광주광역시 동구 남문로583 (용산동)
2019,2019-02-07,주유소,휴업,장곡주유소,충청남도 보령시 충서로3610 (청소면)
2019,2019-02-07,주유소,휴업,적교주유소,경상남도 합천군 동부로2490 (청덕면)
2019,2019-02-07,주유소,휴업,새광남주유소,전라남도 나주시 남평읍 산남로 637
2019,2019-02-08,주유소,휴업,삼영주유소,경상북도 군위군 치산효령로824 (산성면)
2019,2019-02-11,주유소,휴업,적교주유소,경상남도 합천군 동부로2490 (청덕면)
2019,2019-02-11,주유소,폐업,태양주유소,충청남도 부여군 성충로1408 (구룡면)
2019,2019-02-11,주유소,휴업,북방주유소,경기도 고양시 덕양구 호국로1827 (고양동)
2019,2019-02-11,주유소,휴업,금마주유소,인천광역시 미추홀구 미추홀대로621 (주안동)
2019,2019-02-11,주유소,휴업,재산주유소,강원도 평창군 평창대로1737 (용평면)
2019,2019-02-11,주유소,휴업,오일랜드,충청북도 보은군 보청대로1334 (보은읍)
2019,2019-02-11,주유소,휴업,주식회사 승지,서울특별시 마포구 백범로126 (염리동)
2019,2019-02-11,주유소,휴업,연일공단주유소,경상북도 포항시 남구 철강로105 (연일읍)
2019,2019-02-11,주유소,휴업,주암댐주유소,전라남도 순천시 동주로2009 (주암면)
2019,2019-02-11,주유소,폐업,기분좋은주유소,경상북도 포항시 북구 새천년대로486 (죽도동)
2019,2019-02-12,주유소,휴업,(합)동신기업주유소,충청북도 옥천군 매동로108 (옥천읍)
2019,2019-02-12,주유소,휴업,극동유화(주)대안주유소,서울특별시 도봉구 마들로574 (창동)
2019,2019-02-12,주유소,휴업,푸른주유소,충청북도 괴산군 충민로299 (괴산읍)
2019,2019-02-12,주유소,폐업,SK네트웍스(주) 길동주유소,서울특별시 강동구 천호대로1221 (길동)
2019,2019-02-12,주유소,신규등록,현대오일뱅크(주)남악주유소,전라남도 무안군 삼향읍 후광대로 507
2019,2019-02-13,주유소,휴업,남도주유소,경상북도 안동시 경동로1017 (용상동)
2019,2019-02-13,주유소,폐업,삼거리주유소,전라남도 순천시 순천로635 (서면)
2019,2019-02-13,주유소,휴업,원당에너지,인천광역시 서구 원당대로1025 (원당동)
2019,2019-02-14,주유소,휴업,원당에너지,인천광역시 서구 원당대로1025 (원당동)
2019,2019-02-18,주유소,휴업,용황주유소,경상북도 경주시 원화로492 (용강동)
2019,2019-02-18,주유소,신규등록,문덕주유소,"경상북도 포항시 남구 오천읍 문덕리 864-17,864-18"
2019,2019-02-18,주유소,폐업,SK L2주유소,경기도 평택시 평남로253 (통복동)
2019,2019-02-18,주유소,휴업,와이케이에너지(주),부산광역시 남구 신선로387 (용당동)
2019,2019-02-19,주유소,휴업,동우주유소,경기도 평택시 평남로84 (신대동)
2019,2019-02-19,주유소,폐업,콜주유소,경기도 평택시 서동대로1459 (안중읍)
2019,2019-02-20,주유소,신규등록,성한주유소,대전 동구 가양동 422-11
2019,2019-02-20,주유소,폐업,청원주유소,강원도 원주시 귀래면 귀래리 159
2019,2019-02-20,주유소,휴업,이레주유소,충청남도 서산시 서해로2294 (팔봉면)
2019,2019-02-20,주유소,폐업,나우(NOW)주유소,경상북도 포항시 남구 장기로1623 (오천읍)
2019,2019-02-21,주유소,신규등록,영광주유소,광주광역시 서구 풍서우로128(매월동)
2019,2019-02-21,주유소,휴업,금강주유소,대전광역시 서구 갈마로174 (괴정동)
2019,2019-02-25,주유소,폐업,성광주유소,경상남도 김해시 가야로454 (동상동)
2019,2019-02-25,주유소,휴업,원유주유소,강원도 원주시 원문로149 (단계동)
2019,2019-02-25,주유소,폐업,영광주유소,울산광역시 북구 동해안로1097 (당사동)
2019,2019-02-25,주유소,신규등록,(주)디시에너지 신항만지점,부산광역시 강서구 가락대로 649(생곡동)
2019,2019-02-25,주유소,폐업,대동주유소,충청북도 음성군 장감로195 (감곡면)
2019,2019-02-26,주유소,폐업,GS서해주유소,충청남도 당진시 북부산업로1591 (송산면)
2019,2019-02-27,주유소,휴업,새봄주유소,충청북도 음성군 충청대로83 (원남면)
2019,2019-02-27,주유소,휴업,지에스칼텍스(주)신동주유소,충청북도 제천시 내토로134 (신동)
2019,2019-02-27,주유소,휴업,북마산주유소,경상남도 창원시 마산회원구 무학로617 (회원동)
2019,2019-02-28,주유소,휴업,(주)동백에너비스 금성주유소,경상남도 창원시 마산합포구 3·15대로89 (월남동1가)
2019,2019-02-28,주유소,휴업,(주)소모에너지엔테크놀러지 뉴양주주유소,경기도 양주시 감악산로355 (남면)
2019,2019-02-28,주유소,휴업,(주)대흥,강원도 동해시 동해대로5361 (천곡동)
2019,2019-02-28,주유소,신규등록,웃음주유소,경남 창원시 마산합포구3.15대로 294 (서성동 83-28)
2019,2019-03-04,주유소,폐업,관악로주유소,서울특별시 관악구 관악로260 (봉천동)
2019,2019-03-04,주유소,신규등록,삼척농협하장지점주유소,강원도 삼척시 하장면 백두대간로2689
2019,2019-03-04,주유소,휴업,우림주유소,서울특별시 중랑구 용마산로487 (망우동)
2019,2019-03-04,주유소,휴업,남양주유소,전라남도 무안군 무안로519 (무안읍)
2019,2019-03-05,주유소,휴업,송정주유소,경기도 광주시 중앙로280 (송정동)
2019,2019-03-06,주유소,휴업,연무주유소,충청남도 논산시 동안로957 (연무읍)
2019,2019-03-06,주유소,폐업,SK네트웍스(주) 원일주유소,경기도 고양시 일산동구 고양대로1071 (식사동)
2019,2019-03-06,주유소,폐업,SK네트웍스(주) 수지주유소,경기도 김포시 김포대로1115 (걸포동)
2019,2019-03-06,주유소,휴업,푸른주유소,충청북도 괴산군 충민로299 (괴산읍)
2019,2019-03-06,주유소,폐업,백두산주유소,대구광역시 동구 동북로316 (신암동)
2019,2019-03-06,주유소,신규등록,태인알뜰주유소,전라남도 광양시 담안길58(태인동)
2019,2019-03-07,주유소,폐업,엘스카운티 주식회사(천동주유소),서울특별시 강동구 천호대로987 (천호동)
2019,2019-03-07,주유소,휴업,세교주유소,경상북도 군위군 경북대로3335 (군위읍)
2019,2019-03-07,주유소,신규등록,선수촌주유소,인천광역시 남동구 매소홀로 810(구월동 745-3번지)
2019,2019-03-07,주유소,폐업,선익개발(주)영등포주유소,서울특별시 영등포구 경인로114길2 (영등포동1가)
2019,2019-03-08,주유소,신규등록,동하주유소,경기도 화성시 정남면 세자로 257
2019,2019-03-08,주유소,폐업,(주)대림에너지,인천광역시 계양구 아나지로160 (효성동)
2019,2019-03-08,주유소,폐업,㈜미르채리버파크,광주광역시 광산구 첨단강변로79 (쌍암동)
2019,2019-03-11,주유소,신규등록,백석주유소,인천광역시 서구 백석동203번지 외 3필지
2019,2019-03-11,주유소,폐업,SK네트웍스(주)한영주유소,인천광역시 서구 서곶로715 (백석동)
2019,2019-03-12,주유소,휴업,㈜명연에너지 종암훼미리,서울특별시 성북구 종암로145 (종암동)
2019,2019-03-12,주유소,신규등록,메이저주유소,충청북도 청주시 청원구 오창읍 두릉유리로 207
2019,2019-03-12,주유소,휴업,북한강주유소,경기도 남양주시 경춘로2681 (화도읍)
2019,2019-03-13,주유소,휴업,금강산주유소,강원도 춘천시 옛경춘로721 (삼천동)
2019,2019-03-13,주유소,신규등록,21세기 주유소,충청북도 증평군 중부로2641 (증평읍)
2019,2019-03-14,주유소,신규등록,북고개주유소,경기도 안산시 상록구 수인로1177(팔곡일동 632-6번지외 2필지)
2019,2019-03-14,주유소,휴업,복지주유소,경기도 양주시 중앙로175 (백석읍)
2019,2019-03-14,주유소,폐업,대동주유소,충청남도 보령시 동막오상길2 (주산면)
2019,2019-03-15,주유소,신규등록,극동유화(주)충청주유소,충청남도 천안시 서북구 성거읍 문덕리 220-37
2019,2019-03-18,주유소,휴업,SK네트웍스(주)안평주유소,경기도 안성시 서동대로3986 (공도읍)
2019,2019-03-18,주유소,신규등록,성산일출봉농협주유소,제주특별자치도 서귀포시 일주동로4521
2019,2019-03-19,주유소,폐업,(주)소모에너지엔테크놀러지 민속촌주유소,경기도 용인시 기흥구 용구대로1857 (하갈동)
2019,2019-03-20,주유소,휴업,성환농협북부주유소,충청남도 천안시 서북구 천안대로2438 (성환읍)
2019,2019-03-21,주유소,휴업,주식회사 진우 화천지점,강원도 화천군 춘화로3180 (하남면)
2019,2019-03-21,주유소,신규등록,태광셀프주유소,경상남도 창원시 의창구 서상로 14
2019,2019-03-22,주유소,휴업,월촌주유소,경상남도 함안군 월촌1길7 (군북면)
2019,2019-03-22,주유소,휴업,(주)명수주유소,경기도 군포시 군포로10 (대야미동)
2019,2019-03-22,주유소,폐업,VIP주유소,경기도 수원시 장안구 경수대로1021 (파장동)
2019,2019-03-22,주유소,휴업,삼영주유소,경상북도 포항시 북구 한동로431 (흥해읍)
2019,2019-03-25,주유소,휴업,장수로주유소,경상북도 영천시 장수로823 (화산면)
2019,2019-03-25,주유소,폐업,북이주유소,충청북도 청주시 청원구 충청대로1319 (북이면)
2019,2019-03-26,주유소,폐업,마트주유소,강원도 강릉시 경강로2402 (송정동)
2019,2019-03-26,주유소,휴업,돌팍재주유소,전라남도 영광군 천년로381 (염산면)
2019,2019-03-26,주유소,폐업,황매산주유소,경남 산청군 차황면 신창로 1531
2019,2019-03-27,주유소,휴업,군북주유소,경상남도 함안군 사군로1574 (군북면)
2019,2019-03-27,주유소,휴업,태양주유소,대구광역시 서구 국채보상로372 (비산동)
2019,2019-03-27,주유소,휴업,두왕주유소,충청남도 서천군 충절로381 (서천읍)
2019,2019-03-27,주유소,폐업,터미날주유소,대전광역시 동구 동서대로1658 (성남동)
2019,2019-03-27,주유소,휴업,현대주유소,서울특별시 양천구 남부순환로372 (신월동)
2019,2019-03-27,주유소,휴업,동현주유소,대전광역시 서구 계백로1327 (정림동)
2019,2019-03-28,주유소,휴업,SK네트웍스(주) 삼성주유소,서울특별시 강남구 삼성로521 (삼성동)
2019,2019-03-28,주유소,폐업,대봉교주유소,대구광역시 수성구 명덕로414 (수성동2가)
2019,2019-03-28,주유소,휴업,(주)씨쓰리비봉에너지,경기도 안성시 서동대로6617 (죽산면)
2019,2019-03-29,주유소,폐업,한일주유소,경기도 김포시 애기봉로308 (월곶면)
2019,2019-03-29,주유소,휴업,동울산주유소,울산광역시 동구 방어진순환도로753 (전하동)
2019,2019-03-29,주유소,휴업,마장주유소,경기도 파주시 보광로814 (광탄면)
2019,2019-04-01,주유소,폐업,남산주유소,경상북도 군위군 한티로1902 (부계면)
2019,2019-04-01,주유소,휴업,태평양주유소,인천광역시 강화군 강화서로557 (하점면)
2019,2019-04-01,주유소,폐업,대자연주유소,대구광역시 수성구 파동로42 (파동)
2019,2019-04-02,주유소,휴업,시온주유소,경기도 안성시 걸미로418 (죽산면)
2019,2019-04-03,주유소,신규등록,농산물주유소,경상남도 창원시 마산회원구 유통단지로33 (내서읍)
2019,2019-04-04,주유소,휴업,하늘주유소,충청북도 음성군 음성로1076 (금왕읍)
2019,2019-04-05,주유소,휴업,중앙셀프주유소,전라북도 군산시 공단대로552 (소룡동)
2019,2019-04-05,주유소,폐업,청하주유소,인천광역시 남동구 경인로752 (간석동)
2019,2019-04-05,주유소,폐업,금산정동주유소,경상남도 진주시 금산로48 (금산면)
2019,2019-04-05,주유소,폐업,(주)필야주유소,충청북도 청주시 청원구 두릉유리로1318 (오창읍)
2019,2019-04-05,주유소,폐업,임자면민주유소,전라남도 신안군 임자로137 (임자면)
2019,2019-04-05,주유소,휴업,천성주유소,충청북도 청주시 청원구 내수로385 (내수읍)
2019,2019-04-05,주유소,폐업,반도주유소,전라북도 전주시 완산구 전주천동로248 (다가동4가)
2019,2019-04-05,주유소,휴업,삼방셀프주유소,경상남도 김해시 삼안로151 (삼방동)
2019,2019-04-05,주유소,휴업,주교고송영농회주유소,충청남도 보령시 토정로886 (주교면)
2019,2019-04-08,주유소,휴업,창선주유소,경상남도 남해군 동부대로2400 (창선면)
2019,2019-04-08,주유소,폐업,동해주유소,부산광역시 기장군 기장대로527 (기장읍)
2019,2019-04-08,주유소,폐업,복암주유소,전라남도 화순군 충의로1109 (동면)
2019,2019-04-09,주유소,휴업,(주)원탑코리아 주유소,인천광역시 남동구 석정로544 (간석동)
2019,2019-04-09,주유소,신규등록,울진공항휴게소,경상북도 울진군 기성면 동해대로 1398
2019,2019-04-09,주유소,폐업,화성주유소,충청북도 증평군 충청대로2331 (도안면)
2019,2019-04-09,주유소,휴업,대한주유소,충청남도 공주시 소학동길155 (소학동)
2019,2019-04-09,주유소,휴업,OK주유소,충청남도 논산시 동안로961 (연무읍)
2019,2019-04-09,주유소,휴업,오덕주유소,충청북도 옥천군 안내삼승로537 (안내면)
2019,2019-04-09,주유소,휴업,방석주유소,경상북도 포항시 북구 동해대로3077 (송라면)
2019,2019-04-10,주유소,휴업,대산건설 신청평주유소,경기도 가평군 경춘로508 (청평면)
2019,2019-04-10,주유소,휴업,케이제이(KJ) 주유소,경기도 여주시 청안로180 (점동면)
2019,2019-04-10,주유소,휴업,인주대로주유소,인천광역시 남동구 인주대로858 (만수동)
2019,2019-04-10,주유소,휴업,전망대주유소,경상남도 창원시 마산합포구 가포로721 (덕동동)
2019,2019-04-10,주유소,휴업,소나타주유소,울산광역시 동구 방어진순환도로1280 (서부동)
2019,2019-04-10,주유소,폐업,그린파워에너지,부산광역시 남구 용호로207-2 (용호동)
2019,2019-04-10,주유소,휴업,청주제일주유소,충청북도 청주시 흥덕구 가로수로1086번길1 (비하동)
2019,2019-04-10,주유소,휴업,세교주유소,경상북도 군위군 경북대로3335 (군위읍)
2019,2019-04-11,주유소,휴업,삼성주유소,광주광역시 광산구 목련로246 (운남동)
2019,2019-04-11,주유소,폐업,SK네트웍스(주) 서울주유소,서울특별시 관악구 신림로183 (신림동)
2019,2019-04-11,주유소,휴업,새영남주유소,경상북도 김천시 아포대로1351-11 (아포읍)
2019,2019-04-11,주유소,휴업,갈산주유소,충청남도 당진시 남부로551 (순성면)
2019,2019-04-11,주유소,휴업,솔밭주유소,전라북도 남원시 덕오로386 (덕과면)
2019,2019-04-12,주유소,휴업,영호주유소,전라남도 해남군 영호길92 (화원면)
2019,2019-04-12,주유소,폐업,송정주유소,경기도 광주시 중앙로280 (송정동)
2019,2019-04-12,주유소,폐업,(주)대영상사 동명주유소,강원도 춘천시 가산로78 (동면)
2019,2019-04-12,주유소,휴업,(주)엠오티이엔지 직영 MOT플러스,경기도 평택시 경기대로542 (세교동)
2019,2019-04-12,주유소,신규등록,비발디주유소,강원도 홍천군 서면 한서로 1917
2019,2019-04-13,주유소,휴업,팔봉주유소,강원도 홍천군 팔봉산로1231 (서면)
2019,2019-04-15,주유소,휴업,부미주유소,경상북도 군위군 한티로2411 (부계면)
2019,2019-04-15,주유소,휴업,성일주유소,충청북도 청주시 서원구 청남로871 (남이면)
2019,2019-04-15,주유소,휴업,금성주유소,대전광역시 중구 동서대로1183 (태평동)
2019,2019-04-17,주유소,휴업,박달령주유소,충청북도 제천시 북부로518 (백운면)
2019,2019-04-17,주유소,폐업,대흥주유소,전라남도 해남군 해남로15-1 (해남읍)
2019,2019-04-17,주유소,신규등록,텍사스주유소,경상남도 고성군 상정대로1313 (상리면)
2019,2019-04-17,주유소,휴업,한강주유소,경기도 안성시 걸미로169 (죽산면)
2019,2019-04-17,주유소,폐업,벚꽃주유소,경상남도 창원시 진해구 냉천로126번길17-1 (자은동)
2019,2019-04-18,주유소,휴업,행복한주유소,전라남도 여수시 여순로1065 (율촌면)
2019,2019-04-18,주유소,휴업,현대이동주유소,경상북도 포항시 남구 희망대로428 (이동)
2019,2019-04-19,주유소,신규등록,은하주유소,경기도 김포시 김포대로2002 (통진읍)
2019,2019-04-19,주유소,휴업,대한주유소,경상남도 김해시 서부로371 (진영읍)
2019,2019-04-20,주유소,휴업,삼삼주유소,충청남도 홍성군 천수만로266 (서부면)
2019,2019-04-22,주유소,휴업,계림주유소,경기도 여주시 여양1로527 (대신면)
2019,2019-04-22,주유소,휴업,향기로운주유소,전라북도 정읍시 마곡로4 (수성동)
2019,2019-04-22,주유소,휴업,대광주유소,전라북도 정읍시 정읍남로1053 (삼산동)
2019,2019-04-23,주유소,폐업,구례주유소,충청남도 금산군 복수로604 (복수면)
2019,2019-04-23,주유소,신규등록,양양IC주유소,강원도 양양군 양양읍 연창리 산8
2019,2019-04-23,주유소,휴업,영정대성주유소,충청남도 공주시 영정길284 (신풍면)
2019,2019-04-23,주유소,신규등록,까막셀프주유소,경기도 오산시 남부대로 40(두곡동)
2019,2019-04-23,주유소,휴업,그린주유소,경상북도 김천시 포아로103 (아포읍)
2019,2019-04-23,주유소,폐업,물레방아주유소,충청북도 증평군 충청대로2473 (도안면)
2019,2019-04-24,주유소,휴업,장목주유소,경상남도 거제시 거제북로1179 (장목면)
2019,2019-04-24,주유소,휴업,토함산주유소,경상북도 경주시 불국로177 (마동)
2019,2019-04-24,주유소,신규등록,설문 IC 주유소,경기도 고양시 일산동구 고봉로799 (설문동)
2019,2019-04-24,주유소,휴업,대천주유소,경기도 연천군 연신로755 (신서면)
2019,2019-04-25,주유소,휴업,부광주유소,강원도 정선군 오대천로326 (북평면)
2019,2019-04-25,주유소,휴업,전주셀프주유소,전라북도 전주시 완산구 춘향로5006 (색장동)
2019,2019-04-25,주유소,휴업,삼미상사(주)깨끗한주유소2호,충청북도 제천시 내토로722 (교동)
2019,2019-04-25,주유소,신규등록,송원에너지(주),세종특별자치시 다정동 다정북로 221
2019,2019-04-25,주유소,신규등록,금호주유소,경상남도 진주시 금산로48 (금산면)
2019,2019-04-25,주유소,휴업,설악주유소,강원도 인제군 설악로3611 (북면)
2019,2019-04-25,주유소,휴업,신안주유소,전라남도 신안군 중부로839 (안좌면)
2019,2019-04-26,주유소,휴업,상신주유소,경기도 안양시 동안구 시민대로65 (호계동)
2019,2019-04-29,주유소,신규등록,에스씨에너지(주) 하남풀페이 주유소,하남시 감초로 176
2019,2019-04-29,주유소,휴업,태정주유소,경기도 연천군 양연로814 (전곡읍)
2019,2019-04-29,주유소,휴업,현대주유소,서울특별시 양천구 남부순환로372 (신월동)
2019,2019-04-30,주유소,휴업,하나주유소,경기도 양주시 화합로591 (남면)
2019,2019-04-30,주유소,신규등록,대명주유소,대구광역시 수성구 파동로42 (파동)
2019,2019-04-30,주유소,신규등록,(주)삼호 SW 주유소,경기도 시흥시 시화벤처로 358 (정왕동)
2019,2019-05-01,주유소,휴업,적교주유소,경상남도 합천군 동부로2490 (청덕면)
2019,2019-05-01,주유소,휴업,은하수주유소,전라북도 남원시 춘향로214 (용정동)
2019,2019-05-02,주유소,폐업,보금자리주유소,경기도 시흥시 금오로94 (무지내동)
2019,2019-05-02,주유소,폐업,대원주유소,부산광역시 연제구 중앙대로1059 (연산동)
2019,2019-05-02,주유소,휴업,대촌주유소,충청북도 충주시 가곡로1702 (앙성면)
2019,2019-05-02,주유소,폐업,주식회사 창원현대에너지,서울특별시 서대문구 통일로537 (홍은동)
2019,2019-05-03,주유소,폐업,금솔주유소,울산광역시 울주군 덕남로84 (온산읍)
2019,2019-05-03,주유소,휴업,안성고속주유소,경기도 안성시 서동대로4891 (대덕면)
2019,2019-05-03,주유소,휴업,배봉로주유소,서울특별시 동대문구 서울시립대로108 (전농동 581-24)
2019,2019-05-03,주유소,신규등록,유천주유소,대구광역시 달서구 달서대로 101 (대천동)
2019,2019-05-03,주유소,신규등록,혁신도시주유소,울산광역시 중구 성안동 275
2019,2019-05-07,주유소,휴업,SK고속주유소,영암군 신북면 예향로 2128
2019,2019-05-07,주유소,폐업,양전주유소,대전광역시 동구 동대전로300 (가양동)
2019,2019-05-08,주유소,휴업,기지주유소,대구광역시 동구 아양로352 (입석동)
2019,2019-05-08,주유소,폐업,대명주유소,대구광역시 남구 대명로66 (대명동)
2019,2019-05-08,주유소,휴업,명진에너지,경기도 양주시 부흥로1848 (광사동)
2019,2019-05-08,주유소,휴업,신도시주유소(SK),경기도 안산시 상록구 예술광장1로18 (월피동)
2019,2019-05-08,주유소,휴업,현대주유소,인천광역시 남동구 백범로85 (만수동)
2019,2019-05-09,주유소,신규등록,SK네트웍스(주)김포행복나루주유소,경기도 김포시 태장로 819 (장기동)
2019,2019-05-09,주유소,휴업,여천주유소,전라남도 여수시 시청로230 (여천동)
2019,2019-05-09,주유소,폐업,태양주유소,경기도 부천시 범안로167 (계수동)
2019,2019-05-10,주유소,휴업,정원주유소,전라북도 정읍시 소성상평로199 (소성면)
2019,2019-05-13,주유소,휴업,(주)삼표에너지 야탑주유소,경기도 성남시 분당구 돌마로910 (야탑동)
2019,2019-05-13,주유소,휴업,동성에너지주유소,인천광역시 부평구 부평대로222 (갈산동)
