개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명
3150000,CDFF4220002017000003,20170922,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강서구 마곡동 797-1 퀸즈파크나인,"서울특별시 강서구 공항대로 247, 4층 (마곡동, 퀸즈파크나인)",7803,메가박스중앙(주) 마곡지점 3관,2023.1.12 17:03,U,2022.11.30 23:04,,185371.2988,450793.7712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120000,CDFF4220002008000003,20080731,,1,영업/정상,13,영업중,,,,,070-7017-6601,,,"서울특별시 서대문구 대현동 11-1번지 이화캠퍼스복합단지 지하 4,5층 ","서울특별시 서대문구 이화여대길 52 (대현동,이화캠퍼스복합단지 지하 4,5층)",,아트하우스 모모-이화?KB 시네마 1관,2015.9.3 14:05,I,2018.8.31 23:59,,195287.7664,451143.7893,영화상영관,영화상영관,7,,,,1,6,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20080731,일반주거지역
3120000,CDFF4220002008000004,20080731,,1,영업/정상,13,영업중,,,,,070-7017-6522,,,"서울특별시 서대문구 대현동 11-1번지 이화캠퍼스복합단지 지하 4,5층 ","서울특별시 서대문구 이화여대길 52 (대현동,이화캠퍼스복합단지 지하 4,5층)",,아트하우스 모모-이화?KB 시네마 2관,2014.12.1 11:59,I,2018.8.31 23:59,,195287.7664,451143.7893,영화상영관,영화상영관,7,,,,1,6,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20080731,일반주거지역
3120000,CDFF4220002013000001,20130618,,1,영업/정상,13,영업중,,,,,02-373-2995,,,서울특별시 서대문구 창천동 20-25 ,"서울특별시 서대문구 신촌로 129, 지하2~3층 (창천동, 아트레온)",3780,CGV신촌아트레온 1관,2021.4.23 17:57,U,2021.4.25 2:40,,194649.344,450478.3522,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20130618,
3120000,CDFF4220002013000002,20130618,,1,영업/정상,13,영업중,,,,,02-373-2995,,,서울특별시 서대문구 창천동 20-25 ,"서울특별시 서대문구 신촌로 129, 3층 (창천동, 아트레온)",3780,CGV신촌아트레온 2관,2021.4.23 17:57,U,2021.4.25 2:40,,194649.344,450478.3522,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20130618,
3120000,CDFF4220002013000003,20130618,,1,영업/정상,13,영업중,,,,,02-373-2995,,,서울특별시 서대문구 창천동 20-25 ,"서울특별시 서대문구 신촌로 129, 5층 (창천동, 아트레온)",3780,CGV신촌아트레온 3관,2021.4.23 17:57,U,2021.4.25 2:40,,194649.344,450478.3522,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20130618,
3120000,CDFF4220002013000004,20130618,,1,영업/정상,13,영업중,,,,,02-373-2995,,,서울특별시 서대문구 창천동 20-25 ,"서울특별시 서대문구 신촌로 129, 7층 (창천동, 아트레온)",3780,CGV신촌아트레온 4관,2021.4.23 17:57,U,2021.4.25 2:40,,194649.344,450478.3522,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20130618,
3120000,CDFF4220002013000005,20130618,,1,영업/정상,13,영업중,,,,,02-373-2995,,,서울특별시 서대문구 창천동 20-25 ,"서울특별시 서대문구 신촌로 129, 7층 (창천동, 아트레온)",3780,CGV신촌아트레온 5관,2021.4.23 17:57,U,2021.4.25 2:40,,194649.344,450478.3522,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20130618,
3120000,CDFF4220002013000006,20130618,,1,영업/정상,13,영업중,,,,,02-373-2995,,,서울특별시 서대문구 창천동 20-25 ,"서울특별시 서대문구 신촌로 129, 9층 (창천동, 아트레온)",3780,CGV신촌아트레온 6관,2021.4.23 17:58,U,2021.4.25 2:40,,194649.344,450478.3522,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20130618,
3120000,CDFF4220002013000007,20130618,,1,영업/정상,13,영업중,,,,,02-373-2995,,,서울특별시 서대문구 창천동 20-25 ,"서울특별시 서대문구 신촌로 129, 9층 (창천동, 아트레온)",3780,CGV신촌아트레온 7관,2021.4.23 17:58,U,2021.4.25 2:40,,194649.344,450478.3522,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20130618,
3120000,CDFF4220002018000001,20180515,,1,영업/정상,13,영업중,,,,,02-373-2995,,,서울특별시 서대문구 창천동 20-25 아트레온 ,"서울특별시 서대문구 신촌로 129, 아트레온 지하1층 (창천동)",3780,CGV신촌아트레온 10관[CGV아트하우스],2021.4.26 11:03,U,2021.4.28 2:40,,194649.344,450478.3522,영화상영관,,,,,,,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20180515,
3120000,CDFF4220002020000001,20201208,,1,영업/정상,13,영업중,,,,,070-7780-0962,,,서울특별시 서대문구 연희동 194-25 ,"서울특별시 서대문구 연희로8길 18, 지하1층동 (연희동)",3726,라이카시네마 S관,2020.12.8 19:18,I,2020.12.10 0:23,,193828.4361,451433.7896,영화상영관,,5,기타,,,4,1,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20201208,
3130000,CDFF4220002003000010,20030519,,3,폐업,3,폐업,20180716,,,,304-0667,,,서울특별시 마포구 성산동 515번지 월드컵쇼핑몰 1층 ,"서울특별시 마포구 월드컵로 240, 1층 (성산동, 월드컵쇼핑몰)",3932,메가박스중앙(주) 상암월드컵경기장지점 10관,2018.7.18 8:41,I,2018.8.31 23:59,,191010.381,451972.154,영화상영관,영화상영관,,,,,,,,1,,,,,,,,,,,,,,,,,,영화관,,20030519,
3130000,CDFF4220002003000011,20031217,,3,폐업,3,폐업,20090514,,,,300-5000,,121809,서울특별시 마포구 대흥동 30-3번지 ,서울특별시 마포구 대흥로20길 28  (대흥동),,마포문화체육센타,2011.4.26 21:00,I,2018.8.31 23:59,,195119.6147,449748.0311,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20031217,
3130000,CDFF4220002004000001,20040525,,3,폐업,3,폐업,20070315,,,,,,121807,서울특별시 마포구 노고산동 57-1번지 ,서울특별시 마포구 신촌로 94  (노고산동),,정도진흥기업(주)신촌그랜드시네마제6관,2011.3.4 18:03,I,2018.8.31 23:59,,194273.5981,450318.7241,영화상영관,영화상영관,12,기타,,,10,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20040525,일반상업지역
3140000,CDFF4220002000000001,20000224,,3,폐업,3,폐업,20030404,,,,,,158860,서울특별시 양천구 신정동 985-5번지 ,서울특별시 양천구 목동로19길 41  (신정동),,킴스시네마(1관),2003.4.7 14:58,I,2018.8.31 23:59,,187539.5901,446921.8635,영화상영관,영화상영관,3,,,,3,,,,,,,,,,,,,,,,,,,,,영화관,,20000224,
3130000,CDFF4220002010000001,20100426,,3,폐업,3,폐업,20170331,,,,2132-5060,,,서울특별시 마포구 상암동 1605번지 누리꿈스퀘어 디지털파빌리온 4층 ,"서울특별시 마포구 월드컵북로 396 (상암동, 누리꿈스퀘어 디지털파빌리온 4층)",3925,롯데시네마 누리꿈관 제1관,2017.4.5 16:17,I,2018.8.31 23:59,,190250.8751,453017.8672,영화상영관,,26,기타,,,22,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20100426,일반상업지역
3130000,CDFF4220002012000005,20120910,,3,폐업,3,폐업,20170331,,,,2132-5060,,,서울특별시 마포구 상암동 1605번지 4층 ,"서울특별시 마포구 월드컵북로 396, 4층 (상암동)",3925,롯데시네마 누리꿈 제2관,2017.4.5 16:17,I,2018.8.31 23:59,,190250.8751,453017.8672,영화상영관,,26,,,,22,4,,,,,,,,,,,,,,,,,,,,영화관,,20120910,
3130000,CDFF4220001991000001,19911005,,3,폐업,3,폐업,20070315,,,,320-2511,,121807,서울특별시 마포구 노고산동 57-1번지 ,서울특별시 마포구 신촌로 94  (노고산동),,정도진흥기업(주)신촌그랜드시네마1관,2011.3.4 17:57,I,2018.8.31 23:59,,194273.5981,450318.7241,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19911005,
3130000,CDFF4220001996000001,19960627,,3,폐업,3,폐업,20070315,,,,320-2511,,121807,서울특별시 마포구 노고산동 57-1번지 ,서울특별시 마포구 신촌로 94  (노고산동),,정도진흥기업(주)신촌그랜드시네마2관,2011.3.4 18:02,I,2018.8.31 23:59,,194273.5981,450318.7241,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19960627,
3130000,CDFF4220001996000002,19960627,,3,폐업,3,폐업,20070315,,,,320-2511,,121807,서울특별시 마포구 노고산동 57-1번지 ,서울특별시 마포구 신촌로 94  (노고산동),,정도진흥기업(주)신촌그랜드시네마3관,2011.3.4 17:58,I,2018.8.31 23:59,,194273.5981,450318.7241,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19960627,
3120000,CDFF4220002006000001,20060915,,1,영업/정상,13,영업중,,,,,02-3147-3806,,,서울특별시 서대문구 신촌동 74-12 5층,"서울특별시 서대문구 신촌역로 30, 5층 (신촌동)",3765,메가박스중앙(주)신촌지점 COMFORT 1관,2023.1.17 10:07,U,2022.11.30 23:09,,194798.4584,450837.0517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120000,CDFF4220002006000002,20060915,,1,영업/정상,13,영업중,,,,,02-3147-3806,,,서울특별시 서대문구 신촌동 74-12 5층,"서울특별시 서대문구 신촌역로 30 (신촌동,5층)",,메가박스중앙(주)신촌지점 2관,2023.1.17 10:07,U,2022.11.30 23:09,,194798.4584,450837.0517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030000,CDFF4220002019000003,20191106,,1,영업/정상,13,영업중,,,,,02-3017-3693,,,서울특별시 성동구 성수동1가 656-335 메가박스 스퀘어,"서울특별시 성동구 왕십리로 50, 메가박스 스퀘어 5층 (성수동1가)",4778,메가박스중앙(주) 성수지점 MX관,2023.1.19 8:34,U,2022.11.30 22:01,,203903.3536,448846.8202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030000,CDFF4220002019000004,20191106,,1,영업/정상,13,영업중,,,,,02-3017-3693,,,서울특별시 성동구 성수동1가 656-335 메가박스 스퀘어,"서울특별시 성동구 왕십리로 50, 메가박스 스퀘어 5층 (성수동1가)",4778,메가박스중앙(주) 성수지점 4관,2023.1.19 8:34,U,2022.11.30 22:01,,203903.3536,448846.8202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
