구분 ,국가명 ,진출지역,회사명(국문),회사명(영문),주소,홈페이지,진출년도,진출형태,투자형태,외국사 합작지분,업종1,업종2,취급분야,본사파견, 현지채용 ,내수/수출,모기업명,관할무역관
아시아 ,중국,화동-산둥성(山?省),청도오영혜업유한공사/??吾?鞋?有限公司,"Qingdao Oh Young Footwear Co., Ltd.",中?山?省??市?墨市同街街道?事?,-,2005,생산법인,단독,-,제조업,의복·잡화류,신발,4, 350 ,100% 제3국 수출,오영㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도옥산전자유한공사/靑?玉山?子有限公司,"Qingdao OS Electronic Co., Ltd.",中?山?省靑?市李??金水路720-12,-,1999,생산법인,단독,-,제조업,전기·전자·정밀기기·부품,스위치 릴레이 등 자동화용 부품,-, 56 ,-,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도우결의전자유한공사/??友?意?子有限公司,"Qingdao UJ Electronics Co., Ltd.",中?山?省靑?市城??夏庄街道,www.uju.cn,2002,생산법인,단독,-,제조업,전기·전자·정밀기기·부품,전자부품(핸드폰 및 LCD용 커넥터),4," 1,500 ",수출 및 내수 병행,우주일렉트로닉스㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도우리복장유한공사/??沃利服?有限公司,Qingdao Woorie Garments Manufacturing Corporation,中?山?省??市城??河套工??上?社?,-,2005,생산법인,단독,-,제조업,의복·잡화류,와이셔츠 제조,4, 720 ,100% 제3국 수출,우리셔츠㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도우성기전유한공사/??友成机?有限公司,"Uil Ultrasonic Co., Ltd.",中?山?省靑?市城??夏庄街道?古?,-,2013,생산법인,단독,-,제조업,기계·장비,"자동화 기기, 초음파 장비",2, 7 ,수출 및 내수 병행,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도우성봉제유한공사/??友成?制有限公司,"Qingdao Woosung Sewing Co., Ltd.",中?山?省??市城??夏庄???埠村,-,2002,생산법인,단독,-,제조업,섬유·피혁,봉제,-, 35 ,100% 제3국 수출,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도우성주조유한공사/靑?宇成?造有限公司,"Qingdao Woosung Diecasting Co., Ltd.",中?山?省靑?平度市同和?事??州路中端,-,2008,생산법인,합작,-,제조업,자동차·자동차부품,"콘트롤케이블용 부품, 조향장치용 부품",-, 20 ,100% 주재국 내수 공급,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도운산향촌단체유한공사/??云山?村俱?部有限公司,Castlex Qingdao Golf & Resort,中?山?省??市平度市云山??地,www.castlexqingdao.com,2007,서비스법인,합작,-,서비스업,예술·스포츠 및 여가 관련,"골프장, 숙박. 식음(사우나 등 부대시설)",-, 180 ,-,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도위드자수유한공사/靑??德刺?有限公司,"Qingdao Weed Co., Ltd.",中?山?省?南市大珠山?,-,2000,생산법인,단독,-,제조업,섬유·피혁,컴퓨터자수,1, 30 ,100% 주재국 내수 공급,위드자수,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도유경운동용품유한공사/??有京??用品有限公司,"Youkyung Sports Co., Ltd.",中?山?省??市?墨市?泉??北子村,www.wowgolf.com.cn,-,생산법인,단독,-,제조업,의복·잡화류,"장갑, 골프용품 유통",-, 50 ,수출 및 내수 병행,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도유길산업유한공사/??有吉箱包有限公司,Qingdao Youji Bags,中?山?省??市城??流亭??里村68?,-,1997,생산법인,합자,-,제조업,의복·잡화류,가방,3, 7 ,100% 주재국 내수 공급,유길산업㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도유니크부건유한공사/靑?有?珂部件有限公司,Qingdao Unick Corporation,中?山?省靑??西市工????深?路1?,-,2002,생산법인,단독,-,제조업,자동차·자동차부품,자동차 부품 제조,5, 230 ,수출 및 내수 병행,유니크㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도유레카상포유한공사/??友?快箱包有限公司,"Qingdao Eureka Co., Ltd.",中?山?省??市城??仲村社?,www.erk.co.kr,2005,생산법인,단독,-,제조업,의복·잡화류,"지갑, 핸드백, 핸드폰 케이스",2, 300 ,수출 및 내수 병행,유레카㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도유진정당도층유한공사/靑?裕晋精塘??有限公司,-,中?山?省靑??????辛安?事??拓路西?,www.u-jin.com.cn,2004,생산법인,단독,-,제조업,기타 제품 제조업,가전제품 코팅,2, 50 ,100% 제3국 수출,-,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도유환펌프제조유한공사/靑??丸水制造有限公司,"Euwhan Engingeering Co., Ltd.",中?山?省??市?州市?州西路?家小店?面,www.euwhan.co.kr,2008,생산법인,단독,-,제조업,기계·장비,펌프(보일러용 급수펌프),2, 7 ,수출 및 내수 병행,유환엔지니어링㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도윤사극전자유한공사/??允斯克?子有限公司,Qingdao Winscok,中?山?省??市平度市同和街道?事?平康路5?,-,2010,생산법인,단독,-,제조업,전기·전자·정밀기기·부품,"권선, 모터 ",-, 72 ,수출 및 내수 병행,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도이원운동용품유한공사/靑?利元??用品有限公司,"Qingdao Leeone Sporting Goods Co., Ltd.",中?山?省靑?市李??十梅庵路37?,-,1993,생산법인,단독,-,제조업,의복·잡화류,"스포츠장갑(골프, 배팅, 미식축구, 라켓, 등산 등)",2, 100 ,100% 제3국 수출,이원운동용품㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도이이기계유한공사/??李李机械有限公司,"Lee ＆ Lee Machinery Co., Ltd.",中?山?省??市?州市?平路???安第2工??,www.leeandlee.co.kr,2006,생산법인,단독,-,제조업,기계·장비,"신선기, 연선기",5, 50 ,수출 및 내수 병행,이이기계㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도이지네트워크기술유한공사/??易吉??技?有限公司,"Qingdao Izinetwork Technology Co., Ltd.",中?山?省??市城??流亭??哥庄村黑?江路381?,www.izitel.com,1999,판매법인,단독,-,서비스업,출판·영상·방송통신 및 정보,IT관련 상품 모드 취급,2, 14 ,100% 주재국 내수 공급,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도인터아시아무역유한공사/靑?因特亞?易有限公司,Qingdao Interasia Corporation,中?山?省靑?市海?路63???科技中心b-903?,-,2008,서비스법인,단독,-,도매 및 소매업,-,"철도기자재, 선박기자재, 합성고무, 패킹시스템",1, 5 ,-,에이브이티㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도일신화학유한공사/靑?一信化?有限公司,"Qingdao Ilsin Chemical Co., Ltd.",中?山?省?南市王臺??猛王村,www.ihlshin.co.kr,2000,생산법인,단독,-,제조업,화학·의약,"제지용 화학용품, 섬유용발수, 발유약품, 폐수처리장용 탈색제",-, 20 ,100% 주재국 내수 공급,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도일영어구유한공사/??日??具有限公司,"Qingdao Il Young Net Products Co., Ltd.",中?山?省靑??西市金??工???,-,1997,생산법인,단독,-,제조업,기타 제품 제조업,"어망(스포츠망, 골프망, 어망)",4, 150 ,100% 제3국 수출,일월상공사,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도일흥자동차부품유한공사/??日?汽?配件有限公司,"Qingdao Il Heung Auto Light Co., Ltd.",中?山?省??市城??城?街道古??村北部工??其?路15?,www.il-heung.co.kr,2004,생산법인,단독,-,제조업,자동차·자동차부품,"자동차 인테리어 램프, 자동차부품 IP류",-, 6 ,수출 및 내수 병행,일흥㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도임페리얼해수사우나유한공사/??英伯?健康??有限公司,"Qingdao Imperial Health Spa Co., Ltd.",中?山?省??市?山??海路60?(?地海洋世界a-13-1),-,2008,서비스법인,단독,-,서비스업,숙박 및 음식점,"사우나(건강안마, 숙박, 부페, 커피숍, 생필품)",-, 161 ,-,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도장씨본가찬음유한공사/???氏本家餐?有限公司,Qingdao Bornga,中?山?省??市市南??海中路11?甲海情大酒店b座,-,2007,서비스법인,단독,-,서비스업,숙박 및 음식점,음식점,1, 18 ,-,더본코리아㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도정도공구유한공사/靑?正道工具有限公司,Qingdao Komelon Tool Corporation,中?山?省靑?市城??靑大工??,www.komelon.com,2002,생산법인,단독,-,제조업,기타 제품 제조업,줄자(스틸줄자/섬유제줄자(200여종)),4, - ,100% 제3국 수출,코메론㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도정보소료포장유한공사/????塑料包?有限公司,Qingdao Jingbao Plastic Packaging,中?山?省??市?山?水集工???口西路131,-,2003,생산법인,단독,-,제조업,고무·플라스틱,플라스틱 제품,1, 100 ,수출 및 내수 병행,제일산업㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도정실신에덴상무유한공사/????新??商?有限公司,-,中?山?省??市城??308?道盛文?特?司4-417,www.coway.co.kr,1996,판매법인,단독,-,도매 및 소매업,-,정수기/생활가전,3, 30 ,100% 주재국 내수 공급,웅진코웨이㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도정우피혁유한공사/???友皮革有限公司,"Qingdao Jungwoo Leather Co., Ltd.",中?山?省??市?州市李哥庄后石?村,-,1997,생산법인,단독,-,제조업,섬유·피혁,D/F LAMB,-, 20 ,100% 주재국 내수 공급,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도정인기계설비유한공사/??正仁机械??有限公司,"Jungin Hi-Tech Co., Ltd.",中?山?省??市?墨市泰山二路,-,2002,생산법인,단독,-,제조업,기계·장비,"공조설비(냉각탑, 공조기, 기타 관련부속)",-, 7 ,100% 주재국 내수 공급,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도정한발제품유한공사/靑?正??製品有限公司,"Qingdao Junghanbal Co., Ltd.",中?山?省靑?市??技????油港路4?,-,1996,생산법인,단독,-,제조업,기타 제품 제조업,가발,-, 90 ,100% 제3국 수출,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도정화선박기계제조유한공사/靑??和船舶机械制造有限公司,Qingdao Zhenghe Ship Machine,中?山?省靑?市?南市?山工???港3路288?,-,2005,생산법인,단독,-,제조업,자동차·자동차부품,"자동차, 발전기, 선박 엔진부품",3, 20 ,100% 제3국 수출,-,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도제모피아쥬얼리유한공사/??吉母皮?珠?有限公司,"Qingdao Jemopia Jewelry Co., Ltd.",中?山?省??市保???京路62?,www.gemopia.com,2001,생산법인,단독,-,제조업,기타 제품 제조업,장신구,10, 650 ,수출 및 내수 병행,제모피아쥬얼리,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도제우열능기계유한공사/靑?在宇?能机械有限公司,"Qingdao Jewoo Boiler Co., Ltd.",中?山?省靑?市城??流亭?南流路217?,www.jewooboiler.com,1996,생산법인,단독,-,제조업,기계·장비,보일러,2, 200 ,수출 및 내수 병행,제우에너지,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도제일밀봉제품유한공사/靑?第逸密封制品有限公司,-,中?山?省?南市海?工??琅?台南路和海?八路交界?,www.jeilens.co.kr,2003,생산법인,단독,-,제조업,기계·장비,"화학, 금속, 기계",1, 65 ,수출 및 내수 병행,청도제일밀봉제품㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도조광특수밸브유한공사/??朝光特殊??有限公司,"Jokwang Special Valve Co., Ltd.",中?山?省??市?州市?州?工??一期4?路,www.jokwang.co.kr,2001,생산법인,단독,-,제조업,기계·장비,밸브,2, 60 ,100% 제3국 수출,조광ILI㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도조광페인트유한공사/??朝光?料有限公司,Qingdao Chaoguang Tuliao,中?山?省??市?州市?州路??徐州路南?,www.ckpc.co.kr,1999,생산법인,단독,-,제조업,화학·의약,페인트,2, 25 ,100% 주재국 내수 공급,조광페인트㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도조명전자유한공사/靑?朝明?子有限公司,"Qingdao Jomyung Electric Co., Ltd.",中?山?省靑?市城暘?流亭?仙山路中段,-,1996,생산법인,단독,-,제조업,전기·전자·정밀기기·부품,"전자, 가전제품 장식품",-, 60 ,수출 및 내수 병행,아이엠글로벌㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도주만무역유한공사/??珠??易有限公司,Qingao Zhuwan Trade,中?山?省??市保??上海路34?4?,-,2001,생산법인,단독,-,제조업,기타 제품 제조업,액세서리,-, 51 ,100% 제3국 수출,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도주산공예품유한공사/靑?宙山工?品有限公司,"Qingdao Joosan Hair & Beauty Co., Ltd.",中?山?省??市城??棘洪?街道南万村工??,www.mcsara.co.kr,2004,생산법인,단독,-,제조업,기타 제품 제조업,-,15, 30 ,100% 제3국 수출,주산물산㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도중한국제물류유한공사/??中???物流有限公司,Qingdao C&K Logistics,中?山?省靑?市??机????西海岸出口加工?太平洋路9?,www.sskil.com,2007,서비스법인,합자,-,운수업,-,"창고보관, 포워딩, 무역대리",-, 50 ,-,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도즉묵경신전자유한공사/???墨京信?子有限公司,"Qingdao Jimo Kyungshin Electronics Co., Ltd.",中?山?省???墨市通?街道?事??山一路西?(??服?工???),www.kyungshin.co.kr,2010,생산법인,단독,-,제조업,자동차·자동차부품,Wiring Harness(자동차용 배선),6, 380 ,-,경신㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도진안식품유한공사/???安食品有限公司,"Qingdao Jinan Food Co., Ltd.",中?山?省?南市王台??外?路,www.jinanfoods.co.kr,2001,생산법인,단독,-,제조업,식료품,"통조림, 가공식품",2, 50 ,수출 및 내수 병행,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도진현광학유한공사/????光?有限公司,"Qingdao Jinxian Optical Co., Ltd.",中?山?省??市城??流亭街道?埠社?南流路292?,-,2005,생산법인,단독,-,제조업,전기·전자·정밀기기·부품,오토바이 안전부품 및 스키고글 부품 제조,-, 52 ,수출 및 내수 병행,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도참존경공업품유한공사/???甄?工?品有限公司,"Qingdao Chamzon Lightindustry Co., Ltd.",中?山?省??市城??流亭街道南流路295?,-,2004,생산법인,단독,-,제조업,의복·잡화류,"아동복, 캐주얼, 신발, 모자, 장갑, 기타 액세서리",-, 20 ,수출 및 내수 병행,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도창윤변속기유한공사/??昌輪?速器有限公司,"Qingdao CY Powertrain Co., Ltd.",中?山?省??市平度市同和工??同?路,www.cymyutec.co.kr,2004,생산법인,단독,-,제조업,자동차·자동차부품,"synchronizer ring, swash plate",1, 37 ,-,CY Myutec,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도창한정밀기계유한공사/??昌?精密机械有限公司,"Qingdao Changhan Precision Machinery Co., Ltd.",中?山?省??市?墨市通??事??家?村,www.echanghan.com,2001,생산법인,단독,-,제조업,기계·장비,연삭기(평면연삭기),4, 60 ,수출 및 내수 병행,창한정밀기계공업㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도채홍사료유한공사/??彩虹?料有限公司,"Qingdao Rainbow Feed Co., Ltd.",中?山?省??市?州?工??2?8?路北,www.qdcaihong.com,2005,생산법인,단독,-,제조업,화학·의약,배합사료 및 농축사료 생산 및 판매,3, 130 ,100% 주재국 내수 공급,대한제당㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도천왕유한공사/靑?天王有限公司,"Qingdao Skyking Co., Ltd.",中?山?省靑?市流亭机?浦?路24?中?14局101,-,1995,서비스법인,단독,-,운수업,-,항공운송,-, 3 ,-,SKyking ,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도청림인특제모유한공사/???林因特制帽有限公司,"Qingdao Chengrim Co., Ltd.",中?山?省??市?西市望城?中沙工???,-,2000,생산법인,단독,-,제조업,의복·잡화류,모자,3, 350 ,100% 제3국 수출,청림인터네셔널,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도청오포장유한공사/???梧包?材料有限公司,"Qingdao Qingwu Packing Material Co., Ltd.",中?山?省??市保??上海路前盛工??1??,-,2001,생산법인,단독,-,제조업,목재·가구·펄프·종이,종이박스,-, 82 ,100% 주재국 내수 공급,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도청원전자유한공사/靑?靑源?子有限公司,Qingdao Qingyuan Electronics,中?山?省??市????山工??,-,2004,생산법인,단독,-,제조업,전기·전자·정밀기기·부품,전자부품(고주파 변성기),4, 200 ,100% 제3국 수출,성원전자㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도케이제이알텍전자유한공사/??科杰?特?子有限公司,Qingdao KJR Tech.,中?山?省??市城??流亭街道??家庄社?,www.kjrtech.co.kr,2004,생산법인,단독,-,제조업,기계·장비,"이중사출, 일반 사출, 고무성형",3, 100 ,100% 주재국 내수 공급,KJRTech㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도코오롱글로텍유한공사/??可隆??有限公司,-,中?山?省?州市?店?工??,www.kolonglotech.co.kr,2002,생산법인,단독,-,제조업,자동차·자동차부품,카시트 봉제,3, 600 ,100% 제3국 수출,코오롱인더스트리㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도탁월자동차용품유한공사/??卓越汽?用品有限公司,Qingdao Zhuo Yue Qi Che Yong Pin You Xian Gong Si,中?山?省??市?州市海?大道以?8?路以北?州?工??,-,2004,생산법인,단독,-,제조업,화학·의약,"차랑용품, 붓펜, 카페인트",-, 9 ,수출 및 내수 병행,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도탄금금속유한공사/靑??金金?有限公司,"Qingdao Tanjin Metal Co., Ltd.",中?山?省靑?市城??姸?路城?工??102?,-,2001,생산법인,단독,-,제조업,전기·전자·정밀기기·부품,"자동차 부품, 악기 부품, 전자 부품",-, 130 ,-,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도태경전자유한공사/??泰耕?子有限公司,"Qingdao Taikyung Electronic Co., Ltd.",中?山?省??市城??惜福?工??,www.taikyung.net,2002,생산법인,단독,-,제조업,자동차·자동차부품,"자동차오디오, 자동차부품",6, 110 ,100% 제3국 수출,삼경알텍㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도태광제혜유한공사/??泰光制鞋有限公司,"Qingdao Taekwang Shoes Co., Ltd.",中?山?省??市?西市李?庄?泰光工??,www.tkgroup.co.kr,1995,생산법인,단독,-,제조업,의복·잡화류,나이키 신발제조 OEM,50," 8,000 ",100% 제3국 수출,태광실업㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도태력화공유한공사/??泰力化工有限公司,"Taili Chemical Co., Ltd.",中?山?省??市城??流亭街道?埠社?南1784?,-,2000,생산법인,단독,-,제조업,화학·의약,피혁 약품,1, 12 ,100% 주재국 내수 공급,티엔티㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도태림카드유한공사/靑?太林?片有限公司,"Qingdao Taelim Card Co., Ltd.",中?山?省靑?市城??夏庄街道寺后村,-,2004,생산법인,단독,-,제조업,-,"상업인쇄, 인쇄관련 서비스",5, 40 ,수출 및 내수 병행,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도태삼원기계유한공사/??太?元机械有限公司,"Qingdao Tai Sam Won Machine Co., Ltd. ",中?山?省??市?墨市?秀街道?事?李家西城?村,www.samwonpress.co.kr,2006,생산법인,단독,-,제조업,기계·장비,프레스(분말성형프레스),1, 12 ,100% 제3국 수출,삼원종합기계,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도태양연마유한공사/??太??磨有限公司,"Qingdao Sun Abrasives Co., Ltd.",中?山?省??市?墨市小?村工??,-,2002,생산법인,단독,-,제조업,목재·가구·펄프·종이,"사포, 사지",3, 1 ,100% 주재국 내수 공급,태양연마㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도태평양지퍼유한공사/??太平洋拉?有限公司,"Qingdao Pacific Zipper Co., Ltd. ",中?山?省??市?州市海?大道南路298(??:266300),www.hhhzip.com,2011,생산법인,단독,-,제조업,의복·잡화류,"의류, 가방용 지퍼",1, 25 ,수출 및 내수 병행,태평양지퍼㈜ ,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도태한기계유한공사/靑?太?机械有限公司,"Qingdao Taehan Machine Co., Ltd.",中?山?省?西市??????河?路56?,www.dhpi.co.kr,2005,생산법인,단독,-,제조업,기계·장비,"베어링하우징, 어댑터, 로크너트",1, 22 ,100% 제3국 수출,에스코정공㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도태훈강관유한공사/靑?太勛?管有限公司,Qingdao Taehun Pipe,中?山?省?州市?州?路臺?工??,www.tarpaulin.co.kr,2003,생산법인,단독,-,제조업,전기·전자·정밀기기·부품,텐트，강관,2, 140 ,100% 제3국 수출,부영산업㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도토프톤전기유한공사/靑?托普??器有限公司,"Qingdao Tofton Electric Co., Ltd.",中?山?省靑?市城??流亭街道仙家寨村,-,1989,생산법인,단독,-,제조업,전기·전자·정밀기기·부품,스피커,5, 600 ,100% 제3국 수출,한국토프톤㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도특호기계유한공사/??特好机械有限公司,"Qingdao Hotrade Machinery Co., Ltd.",中?山?省??市城??正?路大北?西村,-,2006,생산법인,단독,-,제조업,목재·가구·펄프·종이,기계부품,-, 3 ,100% 제3국 수출,안암㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도평원부수강제품유한공사/靑?平源不銹?制品有限公司,Qingdao Peongwoon Stainless ,中?山?省靑??州市中元工??寺?首路南偏泰州路西偏,-,2007,생산법인,단독,-,제조업,금속,"금속 압형 제품, 주방용품, 갓등",1, 15 ,수출 및 내수 병행,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도평창전자유한공사/靑?平昌?子有限公司,"Qingdao Pyungchang Co., Ltd.",中?山?省??市??技????六?山路58?,www.pctronix.co.kr,2002,생산법인,단독,-,제조업,전기·전자·정밀기기·부품,"ZENER DIODE, SWITCHING DIODE, RECTI DIODE",3, 50 ,수출 및 내수 병행,팩트로닉스㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도포금강재유한공사/靑?浦金?材有限公司,"Qingdao Pogumgang Co., Ltd.",中?山?省靑?市??技????昆崙山路西,-,2004,판매법인,단독,-,도매 및 소매업,-,스테인리스 가공 및 유통,1, 16 ,100% 주재국 내수 공급,포스코㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도포런침직유한공사/靑??林??有限公司,"Qingdao Foren Textile Co., Ltd.",中?山?省?南市王台?海西工??,-,2002,생산법인,단독,-,제조업,섬유·피혁,섬유,-, 100 ,100% 제3국 수출,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도포항불수강유한공사/靑?浦?不??有限公司,"Qingdao Pohang Stainless Steel Co., Ltd.",中?山?省??市??技????昆?山路200?,-,2002,생산법인,단독,-,제조업,금속,철강,10, 400 ,100% 제3국 수출,포스코㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도푸드웰식품유한공사/靑?福得味食品有限公司,Qingdao Foodwell,中?山?省??市?南市海?12路628?,-,2003,생산법인,단독,-,제조업,식료품,식품 가공,3, 200 ,수출 및 내수 병행,푸드웰㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도풍유양식유한공사/靑?豊裕?殖有限公司,"Qingdao Fengyuyangzhi Co., Ltd.",中?山?省靑?卽墨市店集?南八村,-,2006,생산법인,단독,-,농업·임업 및 어업,-,"비육돈 판매, 양돈업",-, 61 ,100% 주재국 내수 공급,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도풍천냉각탑유한공사/???泉冷却塔有限公司,"Qingdao Feng Quan Cooling Tower Co., Ltd.",中?山?省?州市里??,-,2001,생산법인,단독,-,제조업,기계·장비,냉각탑(Cooling Tower),1, 20 ,100% 제3국 수출,풍천엔지니어링㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도피닉스상사유한공사/??琵尼斯工?品有限公司,"Qingdao Phenix Int'l Trading Co., Ltd.",中?山?省??市城??西城?村,-,2006,생산법인,단독,-,제조업,의복·잡화류,생활잡화(헤어핀),3, 40 ,100% 제3국 수출,피닉스상사㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도학천복장유한공사/???川服?有限公司,"Qingdao Hechuan Garment Co., Ltd.",中?山?省??市?南市?山路西端170?,-,2003,생산법인,단독,-,제조업,의복·잡화류,"남성 캐쥬얼 의류(코트, 자켓, 바지, 점퍼)",-, 300 ,100% 제3국 수출,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도한과정밀화공유한공사/???科精密化工有限公司,"Qingdao Hanco Precision Chemical Manufacture Co., Ltd.",中?山?省??市城??西城?,-,2007,생산법인,단독,-,제조업,화학·의약,금속표면처리제,1, 7 ,100% 주재국 내수 공급,한우물NC㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도한국동양(KDY)디지털피아노유한공사/???迪威?洋???琴有限公司,Korea Dong Yang(KDY) Digital Piano,中?山?省平度市世?大道305?,www.kdypiano.com,2006,생산법인,단독,-,제조업,기타 제품 제조업,디지털 피아노,-, 92 ,수출 및 내수 병행,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도한덕복장유한공사/???德服?有限公司,"Qingdao Handeok Apparel Co., Ltd.",中?山?省??市城??出口加工?,www.duckyang.com,2004,생산법인,단독,-,제조업,의복·잡화류,의류,3, 200 ,100% 제3국 수출,덕양무역㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도한독화학유한공사/????化?有限公司,"Qingdao Handok Industrial Co., Ltd.",中?山?省??市城??棘洪?街道北万村,www.handokchem.com,2004,생산법인,단독,-,제조업,화학·의약,기타 화학제품(화학섬유 제외),3, 5 ,100% 주재국 내수 공급,한독산업㈜,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도한산왕로과학기술유한공사/???山??科技有限公司,Qingdao Hansan Networks,中?山?省??市?山?仙霞?路1?甲中惠雅?1??702室,www.haoshandong.net,2002,서비스법인,단독,-,서비스업,출판·영상·방송통신 및 정보,사이트운영,-, 18 ,-,현지단독진출,칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도한신공예품유한공사/???申工?品有限公司,"Qingdao Hanshen Art Crafts Co., Ltd.",中?山?省??市城???城路206?,-,1997,생산법인,단독,-,제조업,기타 제품 제조업,"액세서리(귀걸이, 팔찌, 반지, 넥타이 핀 등)",20, 500 ,-,한신산업(구:제일장식),칭다오무역관
아시아 ,중국,화동-산둥성(山?省),청도한신복장유한공사/???新服?有限公司,"Qingdao Hanshin Textile Co., Ltd.",中?山?省??市?西市???泰山路10?,-,1995,생산법인,단독,-,제조업,의복·잡화류,신사복,4," 1,350 ",100% 제3국 수출,네오마루㈜,칭다오무역관
