구분 ,국가명 ,진출지역,회사명(국문),회사명(영문),주소,홈페이지,진출년도,진출형태,투자형태,외국사 합작지분,업종1,업종2,취급분야,본사파견, 현지채용 ,내수/수출,모기업명,관할무역관
아시아 ,베트남,호치민(Ho Chi Minh),라이프플라자,Life Plaza,"R4-10 Hung Gia 5, Phu My Hung, Dist. 7, HCMC, Vietnam",www.vietnamlife.co.kr,2005,서비스법인,단독,-,서비스업,출판·영상·방송통신 및 정보,"잡지 발행, 행사 이벤트, 공연기획, 각종 인쇄물 인쇄 등",6, 10 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),라커월드,"Lacquer World Co., Ltd.","272 Tay Thanh St., Tay Thanh Ward, Tan Phu Dist., HCMC, Vietnam",-,2007,생산법인,단독,-,제조업,목재·가구·펄프·종이,옻칠을 이용한 내·외장 건축 자재 및 가구,4, 60 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),람위엔아이멕스(블루에이스),"Lam Nguyen Imex Co., Ltd.(Blue Ace)","33/12 Thuy Loi St., Quarter 3, Dist. 9, HCMC, Vietnam",www.blueace.com.vn,2009,-,단독,-,도매 및 소매업,-,"LG Hausys 인조대리석 베트남 총판: LG HI-MACS 수입, 유통 및 설치: 주방상판, 세면대, 은행카운터, 인포데스크, 테이블용 인조대리석 가·시공",1, 80 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),레드,"Red Co., Ltd.","SF7-1, Canh Vien 1, Tan Phu Ward, Dist. 7, HCMC, Vietnam",-,2007,서비스법인,단독,-,건설·공사업,-,"인테리어 디자인 및 시공, 건물 실내에 해당하는 모든 공간",2, 12 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),롯데-HPT하이테크베트남,Lotte-Hpt High Tech. Vietnam Shareholding Company,"10 Fl., Parkson Paragon Blg., 03 Nguyen Luong Bang St., Tan Phu Ward, Dist. 7, HCMC, Vietnam",www.lottehpt.com.vn,2007,서비스법인,합작,-,서비스업,전문·과학 및 기술,소프트웨어 제작 및 설치,2, 53 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),롯데자산개발호치민대표사무소,"Lotte Asset Development Co., Ltd. Hcmc Rep. Office","31st Fl., Saigon Trade Center, 37 Ton Duc Thang St., Dist. 1, HCMC, Vietnam",-,2009,연락사무소,단독,-,부동산 및 임대업,부동산,부동산 개발,1, 1 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),롯데홈쇼핑,Lotte Dat Viet Homeshopping,"3rd Fl., Lotte Mart, 469 Nguyen Huu Tho St., Tan Phong Ward, Dist. 7, HCMC, Vietnam",www.lottedatviet.vn ,2011,판매법인,합작,-,도매 및 소매업,-,홈쇼핑,5, 91 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),르네상스국제학교,Renaissance International School Saigon,"74 Nguyen Thi Thap St., Binh Thuan Ward, Dist. 7, HCMC, Vietnam",www.renaissance.edu.vn,-,서비스법인,-,-,서비스업,교육,"영국 국제 학교 (유치원, 초, 중, 고)",3, 174 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),리멤버투어,"Remember Tourist Services Co., Ltd.","283/17 Pham Ngu Lao St., Pham Ngu Lao Ward, Dist. 1, HCMC, Vietnam",www.bboyz81.oranc.co.kr,2005,서비스법인,단독,-,서비스업,예술·스포츠 및 여가 관련,"베트남 전지역, 캄보디아 호텔 예약 대행, 항공권 발급, 비자, 투어, 가이드, 투어 (오픈버스, 기차, 일일투어) ",3, 10 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),리안소프트,"Rian Soft Co., Ltd.","64 Road 6, Quarter 4, Hiep Binh Chanh Ward, Thu Duc Dist., HCMC, Vietnam",-,2014,서비스법인,단독,-,서비스업,전문·과학 및 기술,"홈페이지, 웹사이트, 웹프로그램 등",1, 12 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),마하비나,"Mach Knit Co., Ltd.","C15/18C Huynh Ba Chanh St., Hamlet 3, Tan Kien Commune, Binh Chanh Dist., HCMC, Vietnam",-,2002,생산법인,단독,-,제조업,섬유·피혁,니트 봉제,6, 500 ,100% 제3국 수출,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),맥스비나,"Max-Vina Maximum Co., Ltd.","D10/27A Quach Dieu St., Hamlet 4, Vinh Loc A Commune, Binh Chanh Dist., HCMC, Vietnam",-,2004,생산법인,합작,20%,제조업,섬유·피혁,"니트, 우븐 봉제",3, 800 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),머큐리티,Mercury T-H Joint Venture Co.,"B34 Bach Dang St., Ward 2, Tan Binh Dist., HCMC, Vietnam",-,2008,서비스법인,합작,-,서비스업,수리 및 기타 개인서비스,에어컨 설치 ,1, 10 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),메쉬비나,"Mesh Vina Co., Ltd.","Group 8, Trung Hamlet, Tan Thong Hoi Commune, Cu Chi Dist., HCMC, Vietnam",-,2006,생산법인,-,-,제조업,인쇄,팬시 자수 원단 ,1, 102 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),명성비나,MyungSung Vina,"55 Ich Thanh Phu St., Truong Thanh Ward, Dist. 9, HCMC, Vietnam",-,-,생산법인,-,-,제조업,금속,신발 금형 ,2, 17 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),모계염직,"Mogae Textile Co., Ltd.","89 Thach Thi Thanh St., Dist.1, HCMC, Vietnam",www.mogaetextile.com,2007,-,-,-,도매 및 소매업,-,"신발, 가방, 스포츠 의류, 카시트, 원단 판매 (나이키, 아디다스, 리복에 납품), 인조가죽, 휴대폰 악세사리",1, 7 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),모드비나,Mode Vina Tour,"1048 Nguyen Van Linh St., Sky Garden 1, PMH, Dist. 7, HCMC, Vietnam",-,2012,-,합작,-,서비스업,예술·스포츠 및 여가 관련,여행사,4, 5 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),미광,"Mikwang InStrument & Electric Vietnam Co., Ltd.","224/37/4A Road TX 22, Quarter 7, Thanh Xuan Ward, Dist. 12, HCMC, Vietnam",-,2013,서비스법인,단독,-,건설·공사업,-,전기 공사,1, 3 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),미라화장품,"Mira Cosmetics Co., Ltd.","391 Hanoi Highway, An Phu Ward, Dist. 2, HCMC, Vietnam",-,-,생산법인,단독,-,제조업,화학·의약,화장품 ,3, 130 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),미래씨앤디,"Mire Construction And Development Co., Ltd. ","25/1 Ho Ba Phan St., Phuoc Long A Ward, Dist. 9, HCMC, Vietnam",www.mirecnd.com,2003,서비스법인,합작,51%,건설·공사업,-,"종합 건설, 디자인, 인테리어, 부동산 개발, 철골 가공 공장",2, 22 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),미르어페럴,"Mir Apparel Co., Ltd. ","11 Road 15, 6A Residential Area, Binh Hung Commune, Binh Chanh Dist., HCMC, Vietnam",-,2010,생산법인,합작,-,제조업,섬유·피혁,의류 ,2, 12 ,100% 주재국 내수시장 공급,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),미원베트남호치민지사,Miwon Vietnam Hcmc Branch,"Lot 14, Road 4, Linh Trung 2 EPZ, Binh Chieu Ward, Thu Duc Dist., HCMC, Vietnam",-,2004,서비스법인,단독,-,도매 및 소매업,-,조미료,3, 135 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),민선,"MinSun Co., Ltd.","84/2 Bui Quang La St., Ward 12, Go Vap Dist., HCMC, Vietnam",-,2003,서비스법인,-,-,건설·공사업,-,빌딩 자재,1, 20 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),민자오,Minh Giao Garment,"189 An Duong Vuong St., An Lac Ward, Binh Tan Dist., HCMC, Vietnam",-,2007,생산법인,합작,50%,제조업,섬유·피혁,"남성 셔츠, 브라우스 봉제",2, 520 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),민하비나무역,"Minh Ha Vina Trading Co., Ltd.","4th Fl., 27-29 Pho Duc Chinh St., Nguyen Thai Binh Ward, Dist. 1, HCMC, Vietnam",-,2012,서비스법인,단독,-,도매 및 소매업,-,"무역업, 섬유 염색가공 기계판매",2, 2 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),밀산종합건설,"Msl E&C Co., Ltd.","50/19 Tay Thanh St., Tay Thanh Ward, Tan Phu Dist., HCMC, Vietnam",-,2004,서비스법인,단독,-,건설·공사업,-,종합 건설업 ,4, 175 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),바론씨무역,"Baron Sea Trading Co., Ltd.","13 Nguyen Van Linh, My Hoang Quarter, Dist. 7, HCMC, Vietnam","www.ourfarm.vn, www.baronsea.vn",2008,서비스법인,-,-,도매 및 소매업,-,"농수산물 무역, 유통",1, 30 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),바스프베트남,"Basf Vietnam Co., Ltd. ","Suite 1101, 11th Fl., Saigon Trade Center, 37 Ton Duc Thang St., Dist. 1, HCMC, Vietnam",www.basf.com,-,생산법인,-,-,제조업,화학·의약,"원유, 천연가스, 플라스틱, 기능성 제품, 농화학, 정밀화학, 건설화학 제품 제조 및 공급 ",1, 195 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),범진,"Bumjin Vina Co., Ltd.","B28/1-29/1, Road 2B, Vinh Loc IP, Binh Hung Hoa Ward, Binh Tan Dist., HCMC, Vietnam",-,2002,생산법인,단독,-,제조업,섬유·피혁,티셔츠 생산 및 수출,1, 400 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),범한,"Bumhan Industry Co., Ltd.","20C9 Hoa Hong St., Ward 2, Phu Nhuan Dist., HCMC, Vietnam",-,2007,서비스법인,단독,-,건설·공사업,-,전기 공사,2, 11 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),베이직건설,"Basic Construction Co., Ltd.","220 To Hien Thanh St., Ward 15, Dist. 10, HCMC, Vietnam",www.basic-flooring.com,2013,서비스법인,합작,50%,건설·공사업,-,"에폭시, PVC 타일등 바닥공사, 방수, 도장 공사",2, 6 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),베트남사랑의병원,Agape Hospital Fellowship,"78/K2 Cong Hoa St., Ward 4, Tan Binh Dist., HCMC, Vietnam",-,1990,-,단독,-,서비스업,보건 및 사회복지,병원 설립 운영 (16개소) ,17, 205 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),벳상,Viet Sang Corp.,"17/6A Phan Huy Ich St., Ward 12, Go Vap Dist., HCMC, Vietnam",-,2003,생산법인,단독,-,제조업,섬유·피혁,봉제 무역,10," 1,000 ",-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),보민건설,"Bominh Construction Co., Ltd.","8 Thai Thuan St., An Cu Bld., An Phu Ward, Dist. 2, HCMC, Vietnam",-,-,서비스법인,단독,-,건설·공사업,-,건설,8, 15 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),뷰로우베리타스씨피에스베트남,Bureau Veritas Cps Vietnam(Bv Cps Vietnam),"Lot C7-C9, Cat Lai IP, Thanh My Loi Ward, Dist. 2, HCMC, Vietnam",www.bureauveritas.com,2004,서비스법인,단독,-,서비스업,전문·과학 및 기술,"미국, 유럽, 일본 등 수출 가구류, 완구류, 양초류, 직물류 및 봉제품류 시험·검사·성적서 발급/ 완제품 검사 및 바이어 평가, 공장 회계 감사 증명서 발급",1, 500 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),브이스타,"V-Star Co., Ltd.","9th Fl., Maritime Bank Tower, 180-192 Nguyen Cong Tru St., Dist. 1, HCMC, Vietnam","www.bizwell.com.vn, www.v-star.com.vn",2006,서비스법인,합작,-,부동산 및 임대업,부동산,"중소기업청 선정 중소기업지원센타, 무역 및 투자지원, 오피스 임대업, 부동산 개발 및 컨설팅",3, 35 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),브이앤컨설팅,"VN Consulting Co., Ltd.(Tou. Co., Ltd.)","SD4-1 Grandview, Phu My Hung, Dist. 7, HCMC, Vietnam",-,2011,서비스법인,단독,-,부동산 및 임대업,부동산,부동산 중개업,4, 10 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),브이티,"Vet(Vietnam Energy & Environment, Tech & Trading Corp.)","20 Nguyen Minh Hoang St., Ward 12, Tan Binh Dist., HCMC, Vietnam",-,2009,-,-,-,도매 및 소매업,-,송 배전 설비 및 부품 수·출입,2, 3 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),블루랙,"Blue Rack Co., Ltd.","16 Quach Van Tuan St., Ward 12, Tan Binh Dist., HCMC, Vietnam",-,2015,생산법인,단독,-,제조업,비금속광물,"창고 선반, 디스플레이 선반 , 각종 철 구조물, 조립식 철 구조물　",2, 30 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),블루스페이스베트남,Blue Space Vietnam Jsc.,"11th Fl., M.H Bld., 728-730 Vo Van Kiet St., Ward 1, Dist. 5, HCMC, Vietnam",-,2014,서비스법인,-,-,건설·공사업,-,산업용 쿨러 및 공조설비,1, 8 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),블루씨,"Blue Sea Co., Ltd.","280 B4 Luong Dinh Cua St., An Phu Ward, Dist. 2, HCMC, Vietnam",www.blueseaco.com,1999,-,단독,-,농업·임업 및 어업,-,수산물 수·출입 ,2, 30 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),블루에스앤에이,Blue SNA,"4th Fl., PMD Bld., 85 Hoang Van Thai, Dist. 7, HCMC, Vietnam",-,2008,서비스법인,합작,51%,서비스업,전문·과학 및 기술,"시스템 판매, 렌탈, 유지보수, 아웃소싱(ITO) 전문, CCTV, 근태관리기, 네트워크 장비 판매및 구축 유지보수, 호스팅 서비스 등 ",3, 15 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),블루오션,"Blue Ocean Co., Ltd.","42/21 Tan Chanh Hiep 16 St., Tan Chanh Hiep Ward, Dist. 12, HCMC, Vietnam",-,2015,-,단독,-,도매 및 소매업,-,"전기 시공; 카라 프린트기 렌탈; 발전기, 컴프레서 판매",1, 26 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),비나제뉴윈,"Vina Genuwin Co., Ltd.","Unit 4.7A, 4th Fl., Etown Bld., 364 Cong Hoa St., Tan Binh Dist., HCMC, Vietnam   ",www.vinagenuwin.com,2003,서비스법인,단독,-,서비스업,전문·과학 및 기술,"인사, 회계, 물류 관리, POS, POP 팩키지, 업무용 클라우딩 서비스 공급, V3 ",1, 45 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),비나시스템,"Vina System Co., Ltd.","1st Fl., Dinh Le Bld., 1 Dinh Le St., Ward 12, Dist. 4, HCMC, Vietnam",www.vinasystem.com,2003,서비스법인,단독,-,서비스업,전문·과학 및 기술,"소프트웨어 개발 및 공급, ERP, POS",1, 30 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),비나인컨6,Vinaincon 6,"22 Ly Tu Trong St., Dist. 1, HCMC, Vietnam",-,-,서비스법인,-,-,건설·공사업,-,종합건설,1, 9 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),비나크리오,"Vina Clio Co., Ltd.","B1/10 Conic Garden B Residence Area, Binh Chanh Dist., HCMC, Vietnam",www.vinaclio.com.vn             ,1995,생산법인,단독,-,제조업,기타 제품 제조업,"칫솔 생산, 플라스틱사출, Forming, 종이컵",1, 40 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),비나헬스케어병원,Vina Healthcare Clinic,"R4-30 Hung Phuoc 3, Phu My Hung, Dist. 7, HCMC, Vietnam",-,2008,-,단독,-,서비스업,보건 및 사회복지,"병원, 약국: 의료 서비스, 내과, 소아과, 산부인과, 피부과 (한국어 통역 상주) ",3, 12 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),비비트레이딩,Vi Vi Trading Corp.,"1st Fl., Empress Tower, 138 ? 142 Hai Ba Trung St., DaKao Ward, Dist. 1, HCMC, Vietnam",www.vgsshop.vn,-,서비스법인,합작,-,서비스업,출판·영상·방송통신 및 정보,"광고, 홈쇼핑",2, 200 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),비엔케이비나,"BNK Vina Apparel Production Co., Ltd.","43/12G, Tien Lan Hamlet, Ba Diem Commune, Hoc Mon Dist., HCMC, Vietnam",-,2014,생산법인,단독,-,제조업,섬유·피혁,의류 봉제,1, 150 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),비엠오비나,"BMO Vina Co., Ltd.","200/15 Nguyen Huu Tien St., Tay Thanh Ward, Tan Phu Dist., HCMC, Vietnam",-,2015,판매법인,단독,-,도매 및 소매업,-,자동 확산 기계 수입 판매,1, 4 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),비엣박,"Viet Bac Co., Ltd.","246/160/2 Hamlet 2, Dong Thanh Commune, Hoc Mon Dist., HCMC, Vietnam",www.vietbacco.com,2000,생산법인,단독,-,제조업,섬유·피혁,"본딩, 아웃 도어 웰딩, 레이져 재단, 자수 - 실크인쇄, 봉제",1, 100 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),비즈니어호치민대표사무소,"Bizneer Corp. Co., Ltd. Hcmc Rep. Office","2nd Fl., Building 181, 181 Dien Bien Phu St., Da Kao Ward, Dist. 1, HCMC, Vietnam",-,-,연락사무소,단독,-,도매 및 소매업,-,화학물 무역,-, - ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),비즈웰,"Bizwell?Co., Ltd.","9th Fl., Maritime Bank Tower, 180-192 Nguyen Cong Tru St., Dist. 1, HCMC, Vietnam","www.bizwell.com.vn, www.v-star.com.vn",-,서비스법인,-,-,기타,협회 및 단체,"중소기업청 선정 중소기업지원센터, 무역 및 투자지원, 오피스 임대업, 부동산 개발 및 컨설팅",3, 35 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),비케이씨코퍼레이션,"Bkc Vietnam Corp. Co., Ltd.","214 Hoang Hoa Tham St., Ward 12, Tan Binh Dist., HCMC, Vietnam",-,2016,생산법인,단독,-,도매 및 소매업,-,데님 원단 수입 및 무역,1, 9 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),비타건설,"Vita Construction Co., Ltd.","637B Road 1, An Phu An Khanh, An Phu Ward, Dist. 2, HCMC, Vietnam",-,2008,서비스법인,-,-,건설·공사업,-,인테리어,5, 25 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),비티엔에스,"BT&S Co., Ltd.","1/27 National Road 13, Hiep Binh Phuoc, Vietnam Ward, Thu Duc Dist., HCMC, Vietnam",-,2003,생산법인,단독,-,제조업,기타 운송장비,수출용 카톤박스 ,2, 40 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),빌테크,"Bil Tech Construction Co., Ltd.","18 Road 4, Tan Phu Ward, Dist. 7, HCMC, Vietnam",-,2015,생산법인,단독,-,제조업,인쇄,칼라 폴리싱,1, 20 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),사이공비나스타,"Saigon Vina Star Co., Ltd.","4th Fl., 150 Bis Le thi Hong Gam St., Cau Ong Lanh Ward, Dist. 1, HCMC, Vietnam",-,2006,서비스법인,단독,-,운수업,-,"해운·항공 운송 및 통관, 내륙 운송 서비스",3, 30 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),사이공스타운송,"Saigon Star Transport Co., Ltd.","151A Ly Thuong Kiet St., Ward 6, Tan Binh Dist., HCMC, Vietnam",-,1995,-,합작,50%,운수업,-,"대중교통 버스, 렌트카",2, 200 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),사하라라텍스,"Sahala Latex Co., Ltd.","185 Ba To St., Ward 7, Dist. 8, HCMC, Vietnam",www.nlbedding.com,2009,생산법인,-,-,제조업,고무·플라스틱,"천연라텍스(매트리스, 베게, 이불) 생산 및 판매",12, 347 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),살림,"Sallim Vina Co., Ltd.","43/17C-43/17D Tien Lan Hamlet, Ba Diem Commune, Hoc Mon Dist., HCMC, Vietnam",-,-,생산법인,합작,-,제조업,의복·잡화류,의류 봉제,1, 100 ,100% 주재국 내수시장 공급,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),삼원비나,"Samwon Vina Co., Ltd.   ","Room 104, 1st Fl., 107 Ben Van Don St., Dist. 4, HCMC, Vietnam",-,2003,서비스법인,단독,-,서비스업,예술·스포츠 및 여가 관련,"게임 기계 제조, 게임 센터 운영, 스포츠 센터, 볼링, 당구, 탁구 등 스포츠 관련 사업, 패스트 푸드 사업",3, 99 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),삼화페인트,"Samhwa Paint & Construction Co., Ltd.","224/37/4A, Road TX22, Quarter 7, Thanh Xuan Ward, Dist. 12, HCMC, Vietnam",-,2014,서비스법인,단독,-,건설·공사업,-,"리프트, 자동문, 조명, 음향 시스템 ",1, 40 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),새경건설,"Saekyung Construction Vietnam Co., Ltd.","Room 2.07, 2nd Fl., IPC Bld., 1489 Nguyen Van Linh St., Tan Phong Ward, Dist. 7, HCMC, Vietnam",-,2014,서비스법인,단독,-,건설·공사업,-,건설,1, 2 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),새솔인터내셔널,"Saesol International Co., Ltd.","5Fl., 19M Nguyen Huu Canh St., Ward 19, Binh Thanh Dist., HCMC, Vietnam",www.daiphuoc-lotus.com,2011,서비스법인,단독,-,부동산 및 임대업,부동산,"Vina Capital, Dai Phuoc Lotus 프로젝트, 한국 공식 에이전트 겸 컨설턴트",3, 4 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),서울가먼트,"Seoul Garment Co., Ltd.","5th Fl., Vietcomreal Bld., 68 Nguyen Hue St., Dist. 1, HCMC, Vietnam",-,2015,생산법인,단독,-,제조업,의복·잡화류,"의류 주문·생산·납품, 단체복, 회사유니폼, 작업복, 특수유니폼 제작",2, 5 ,-,-,호치민무역관
